# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', heap_timing_secs, binomHeap_timing_secs
Sun Apr 30 11:27:34 EDT 2017, 4392, 0.440, 9570, 3, 0.130, 355, 16, 9, 2, 54, 3.073, 4.980
Sun Apr 30 11:32:06 EDT 2017, 9342, 0.940, 4570, 7, 0.630, 505, 61, 18, 27, 99, 233.883, 267.540
Sun Apr 30 11:32:24 EDT 2017, 6867, 0.190, 2071, 1, 0.880, 430, 84, 4, 15, 77, 14.630, 18.163
Sun Apr 30 11:33:19 EDT 2017, 1917, 0.690, 7070, 5, 0.380, 580, 39, 14, 40, 32, 45.727, 54.847
Sun Apr 30 11:33:26 EDT 2017, 2536, 0.250, 196, 8, 0.320, 598, 22, 3, 6, 60, 4.080, 6.163
Sun Apr 30 11:33:46 EDT 2017, 7486, 0.750, 5195, 3, 0.820, 448, 67, 12, 31, 15, 17.377, 19.773
Sun Apr 30 11:34:38 EDT 2017, 9961, 0.000, 7695, 6, 0.570, 523, 89, 8, 18, 37, 41.997, 52.073
Sun Apr 30 11:35:43 EDT 2017, 5011, 0.500, 2696, 1, 0.070, 373, 44, 17, 43, 82, 55.893, 61.920
Sun Apr 30 11:35:48 EDT 2017, 3773, 0.120, 6445, 9, 0.690, 336, 11, 10, 12, 49, 3.943, 5.140
Sun Apr 30 11:36:05 EDT 2017, 8723, 0.620, 1446, 5, 0.190, 486, 56, 1, 37, 94, 13.393, 15.633
Sun Apr 30 11:38:54 EDT 2017, 6248, 0.370, 3945, 7, 0.440, 411, 78, 15, 24, 71, 137.670, 165.083
Sun Apr 30 11:39:05 EDT 2017, 1298, 0.870, 8945, 2, 0.940, 561, 33, 5, 49, 26, 9.527, 10.450
Sun Apr 30 11:39:16 EDT 2017, 989, 0.410, 5508, 1, 0.540, 476, 75, 1, 45, 96, 9.333, 10.507
Sun Apr 30 11:39:37 EDT 2017, 5939, 0.910, 508, 5, 0.040, 326, 30, 11, 20, 51, 15.700, 20.967
Sun Apr 30 11:39:58 EDT 2017, 8414, 0.160, 3008, 3, 0.290, 551, 53, 6, 32, 29, 17.180, 20.887
Sun Apr 30 11:42:03 EDT 2017, 3464, 0.660, 8008, 8, 0.790, 401, 98, 15, 7, 74, 102.153, 120.760
Sun Apr 30 11:42:27 EDT 2017, 4701, 0.030, 1758, 2, 0.410, 439, 64, 13, 38, 18, 20.390, 23.993
Sun Apr 30 11:42:35 EDT 2017, 9651, 0.530, 6758, 7, 0.910, 589, 19, 4, 13, 63, 6.233, 7.530
Sun Apr 30 11:44:23 EDT 2017, 7176, 0.280, 9257, 4, 0.660, 364, 41, 18, 26, 85, 81.830, 98.043
Sun Apr 30 11:45:01 EDT 2017, 2226, 0.780, 4258, 9, 0.160, 514, 86, 8, 1, 40, 21.943, 37.110
Sun Apr 30 11:51:54 EDT 2017, 1608, 0.220, 8632, 7, 0.100, 495, 70, 19, 41, 91, 336.747, 398.817
Sun Apr 30 11:52:05 EDT 2017, 6558, 0.720, 3633, 3, 0.600, 345, 25, 9, 16, 46, 7.653, 10.137
Sun Apr 30 11:52:42 EDT 2017, 9033, 0.470, 1133, 9, 0.850, 570, 47, 14, 29, 23, 32.780, 36.983
Sun Apr 30 11:53:20 EDT 2017, 4083, 0.970, 6133, 5, 0.350, 420, 92, 5, 4, 68, 25.297, 37.203
Sun Apr 30 11:53:30 EDT 2017, 2845, 0.340, 4883, 6, 0.980, 383, 58, 7, 48, 12, 9.890, 10.440
Sun Apr 30 11:53:49 EDT 2017, 7795, 0.840, 9882, 2, 0.480, 533, 13, 17, 23, 57, 14.270, 18.067
Sun Apr 30 11:53:59 EDT 2017, 5320, 0.090, 7383, 8, 0.230, 308, 36, 2, 35, 79, 8.460, 10.180
Sun Apr 30 11:54:38 EDT 2017, 370, 0.590, 2383, 4, 0.730, 458, 81, 12, 10, 34, 30.290, 37.980
Sun Apr 30 11:55:16 EDT 2017, 293, 0.190, 7304, 3, 0.250, 512, 15, 16, 25, 82, 28.150, 36.353
Sun Apr 30 11:55:25 EDT 2017, 5243, 0.690, 2305, 7, 0.750, 362, 60, 6, 0, 37, 5.600, 8.670
Sun Apr 30 11:56:04 EDT 2017, 7718, 0.440, 4805, 5, 0.500, 587, 83, 11, 38, 14, 33.133, 38.370
Sun Apr 30 11:56:11 EDT 2017, 2768, 0.940, 9804, 9, 0.000, 437, 38, 2, 13, 59, 5.250, 6.900
Sun Apr 30 11:56:19 EDT 2017, 4005, 0.320, 1055, 2, 0.620, 399, 27, 9, 32, 25, 6.347, 7.703
Sun Apr 30 11:59:17 EDT 2017, 8955, 0.820, 6055, 6, 0.120, 549, 72, 18, 7, 70, 125.547, 176.410
Sun Apr 30 12:00:29 EDT 2017, 6480, 0.070, 8554, 4, 0.370, 324, 94, 4, 44, 93, 62.127, 69.167
Sun Apr 30 12:01:19 EDT 2017, 1530, 0.570, 3555, 8, 0.870, 474, 49, 13, 19, 48, 43.347, 48.640
Sun Apr 30 12:01:28 EDT 2017, 2149, 0.380, 9179, 6, 0.810, 455, 10, 5, 35, 87, 8.170, 9.467
Sun Apr 30 12:01:44 EDT 2017, 7099, 0.880, 4180, 1, 0.310, 305, 55, 15, 10, 42, 10.753, 15.400
Sun Apr 30 12:02:38 EDT 2017, 9574, 0.130, 1680, 8, 0.060, 530, 77, 10, 47, 20, 46.333, 53.507
Sun Apr 30 12:03:29 EDT 2017, 4624, 0.630, 6680, 3, 0.560, 380, 32, 19, 22, 65, 41.590, 51.060
Sun Apr 30 12:03:45 EDT 2017, 3387, 0.010, 2930, 7, 0.190, 418, 21, 12, 29, 31, 12.213, 15.047
Sun Apr 30 12:04:01 EDT 2017, 8337, 0.510, 7929, 2, 0.690, 568, 66, 3, 4, 76, 11.590, 16.073
# Sun Apr 30 12:09:03 EDT 2017, 5862, 0.260, 5430, 9, 0.940, 343, 89, 17, 41, 98, 292.330, 286.053
Sun Apr 30 12:09:33 EDT 2017, 912, 0.760, 430, 4, 0.440, 493, 44, 8, 16, 53, 22.063, 29.717
Sun Apr 30 12:09:52 EDT 2017, 1221, 0.290, 3867, 4, 0.030, 577, 63, 2, 15, 68, 13.637, 17.967
Sun Apr 30 12:10:04 EDT 2017, 6171, 0.790, 8867, 8, 0.530, 427, 18, 12, 40, 23, 10.057, 11.563
Sun Apr 30 12:10:11 EDT 2017, 8646, 0.040, 6367, 1, 0.780, 502, 41, 7, 2, 45, 4.390, 6.743
Sun Apr 30 12:13:49 EDT 2017, 3696, 0.540, 1368, 6, 0.280, 352, 86, 16, 27, 90, 183.000, 214.340
Sun Apr 30 12:14:28 EDT 2017, 4933, 0.160, 7617, 5, 0.910, 315, 75, 14, 21, 34, 33.867, 38.267
Sun Apr 30 12:15:05 EDT 2017, 9883, 0.660, 2617, 9, 0.410, 465, 30, 5, 46, 79, 30.797, 35.980
Sun Apr 30 12:15:48 EDT 2017, 7408, 0.410, 118, 2, 0.160, 390, 52, 19, 8, 56, 30.813, 43.043
Sun Apr 30 12:16:14 EDT 2017, 2458, 0.910, 5117, 7, 0.660, 540, 97, 9, 33, 11, 20.973, 25.050
Sun Apr 30 12:19:27 EDT 2017, 1840, 0.100, 1992, 9, 0.590, 558, 58, 18, 24, 73, 159.747, 189.200
Sun Apr 30 12:19:35 EDT 2017, 6790, 0.600, 6992, 4, 0.090, 408, 13, 8, 49, 28, 6.490, 7.497
Sun Apr 30 12:20:12 EDT 2017, 9265, 0.350, 9492, 6, 0.340, 483, 35, 13, 11, 51, 25.163, 35.947
Sun Apr 30 12:20:41 EDT 2017, 4315, 0.850, 4492, 2, 0.840, 333, 80, 3, 36, 96, 25.650, 29.213
Sun Apr 30 12:21:05 EDT 2017, 3077, 0.480, 5742, 7, 0.470, 371, 69, 6, 18, 39, 18.737, 22.913
Sun Apr 30 12:22:16 EDT 2017, 8027, 0.980, 743, 3, 0.970, 521, 24, 15, 43, 84, 66.397, 70.360
Sun Apr 30 12:22:19 EDT 2017, 5552, 0.230, 3242, 5, 0.720, 446, 46, 1, 5, 62, 2.430, 3.240
Sun Apr 30 12:22:40 EDT 2017, 602, 0.730, 8242, 1, 0.220, 596, 91, 11, 30, 17, 17.067, 20.827
Sun Apr 30 12:22:54 EDT 2017, 448, 0.460, 1524, 7, 0.950, 319, 39, 8, 3, 77, 11.290, 13.710
Sun Apr 30 12:24:06 EDT 2017, 5398, 0.960, 6523, 2, 0.450, 469, 84, 17, 28, 32, 58.070, 70.670
Sun Apr 30 12:24:09 EDT 2017, 7873, 0.210, 9023, 9, 0.200, 394, 62, 3, 15, 10, 2.143, 2.703
Sun Apr 30 12:24:41 EDT 2017, 2923, 0.710, 4024, 4, 0.700, 544, 17, 13, 40, 55, 27.500, 32.163
Sun Apr 30 12:25:07 EDT 2017, 4160, 0.080, 5273, 5, 0.080, 582, 51, 15, 9, 21, 18.103, 25.817
Sun Apr 30 12:25:40 EDT 2017, 9110, 0.580, 274, 1, 0.580, 432, 96, 5, 34, 66, 26.987, 32.110
Sun Apr 30 12:27:55 EDT 2017, 6635, 0.330, 2774, 8, 0.830, 507, 73, 10, 22, 89, 122.443, 133.543
Sun Apr 30 12:27:58 EDT 2017, 1685, 0.830, 7773, 3, 0.330, 357, 28, 1, 47, 44, 2.113, 2.450
Sun Apr 30 12:28:12 EDT 2017, 2304, 0.150, 4648, 1, 0.390, 338, 34, 11, 6, 83, 10.263, 14.017
Sun Apr 30 12:28:26 EDT 2017, 7254, 0.650, 9648, 6, 0.890, 488, 79, 2, 31, 38, 12.173, 13.693
Sun Apr 30 12:28:44 EDT 2017, 9729, 0.400, 7148, 4, 0.640, 413, 56, 16, 18, 15, 13.637, 17.440
Sun Apr 30 12:29:00 EDT 2017, 4779, 0.900, 2149, 8, 0.140, 563, 11, 7, 43, 60, 13.160, 15.387
Sun Apr 30 12:29:04 EDT 2017, 3541, 0.270, 8398, 3, 0.510, 526, 45, 4, 0, 27, 2.473, 4.153
Sun Apr 30 12:32:05 EDT 2017, 8491, 0.770, 3399, 7, 0.010, 376, 90, 14, 25, 72, 145.643, 177.307
Sun Apr 30 12:33:37 EDT 2017, 6016, 0.020, 899, 5, 0.260, 451, 68, 9, 12, 94, 70.140, 88.463
Sun Apr 30 12:34:11 EDT 2017, 1066, 0.520, 5898, 9, 0.760, 301, 23, 19, 37, 49, 29.690, 33.383
Sun Apr 30 12:37:23 EDT 2017, 757, 0.050, 9960, 7, 0.730, 385, 87, 14, 42, 69, 178.883, 191.203
Sun Apr 30 12:37:32 EDT 2017, 5707, 0.550, 4961, 3, 0.230, 535, 42, 5, 17, 24, 6.397, 8.273
Sun Apr 30 12:37:56 EDT 2017, 8182, 0.300, 2461, 5, 0.480, 310, 20, 19, 29, 46, 19.603, 23.667
Sun Apr 30 12:38:28 EDT 2017, 3232, 0.800, 7461, 1, 0.980, 460, 65, 10, 4, 91, 22.793, 31.493
Sun Apr 30 12:39:03 EDT 2017, 4469, 0.430, 3711, 8, 0.360, 498, 98, 3, 48, 35, 30.373, 35.003
Sun Apr 30 12:40:06 EDT 2017, 9419, 0.930, 8711, 4, 0.860, 348, 53, 12, 23, 80, 56.940, 62.853
Sun Apr 30 12:40:44 EDT 2017, 6944, 0.180, 6211, 6, 0.610, 573, 31, 7, 36, 58, 31.910, 37.233
Sun Apr 30 12:41:00 EDT 2017, 1994, 0.680, 1211, 2, 0.110, 423, 76, 17, 11, 13, 10.570, 15.183
Sun Apr 30 12:42:44 EDT 2017, 1376, 0.370, 6836, 5, 0.170, 441, 82, 6, 45, 75, 89.243, 104.023
Sun Apr 30 12:43:23 EDT 2017, 6326, 0.870, 1836, 9, 0.670, 591, 37, 16, 20, 30, 31.970, 38.137
Sun Apr 30 12:43:24 EDT 2017, 8801, 0.120, 4336, 2, 0.920, 366, 14, 1, 33, 52, 1.087, 1.187
Sun Apr 30 12:45:14 EDT 2017, 3851, 0.620, 9336, 7, 0.420, 516, 59, 11, 8, 97, 79.007, 108.763
Sun Apr 30 12:47:42 EDT 2017, 2613, 0.240, 586, 3, 0.800, 479, 93, 18, 39, 41, 131.880, 145.540
Sun Apr 30 12:48:24 EDT 2017, 7563, 0.740, 5586, 8, 0.300, 329, 48, 8, 14, 86, 32.150, 41.710
Sun Apr 30 12:48:47 EDT 2017, 5088, 0.490, 8086, 1, 0.050, 554, 25, 13, 26, 63, 17.913, 22.533
Sun Apr 30 12:48:51 EDT 2017, 138, 0.990, 3086, 6, 0.550, 404, 70, 4, 1, 18, 2.280, 3.753
Sun Apr 30 12:49:23 EDT 2017, 158, 0.490, 6543, 3, 0.830, 592, 97, 7, 24, 24, 26.687, 31.127
Sun Apr 30 12:52:32 EDT 2017, 5108, 0.990, 1543, 8, 0.330, 442, 52, 17, 49, 69, 163.327, 186.030
Sun Apr 30 12:52:39 EDT 2017, 7583, 0.240, 4043, 1, 0.080, 517, 29, 3, 11, 92, 5.423, 6.483
Sun Apr 30 12:53:59 EDT 2017, 2633, 0.740, 9043, 5, 0.580, 367, 74, 12, 36, 47, 68.480, 79.527
Sun Apr 30 12:56:42 EDT 2017, 3870, 0.120, 293, 4, 0.200, 329, 85, 19, 18, 81, 124.933, 162.160
Sun Apr 30 12:57:22 EDT 2017, 8820, 0.620, 5293, 9, 0.700, 479, 40, 10, 43, 36, 35.460, 39.927
Sun Apr 30 12:57:24 EDT 2017, 6345, 0.370, 7793, 2, 0.950, 404, 18, 14, 5, 13, 1.137, 1.783
Sun Apr 30 12:58:15 EDT 2017, 1395, 0.870, 2793, 6, 0.450, 554, 63, 5, 30, 58, 41.190, 49.603
Sun Apr 30 12:59:26 EDT 2017, 2014, 0.180, 9668, 9, 0.270, 536, 91, 13, 14, 30, 52.280, 70.363
Sun Apr 30 12:59:55 EDT 2017, 6964, 0.680, 4668, 5, 0.770, 386, 46, 4, 39, 75, 25.137, 28.187
Sun Apr 30 13:00:41 EDT 2017, 9439, 0.430, 2168, 7, 0.520, 461, 23, 18, 2, 98, 29.743, 45.080
Sun Apr 30 13:01:12 EDT 2017, 4489, 0.930, 7168, 2, 0.020, 311, 68, 8, 27, 53, 25.107, 30.103
Sun Apr 30 13:01:23 EDT 2017, 3251, 0.310, 3418, 8, 0.640, 348, 80, 1, 21, 86, 9.370, 11.437
Sun Apr 30 13:02:08 EDT 2017, 8201, 0.810, 8418, 4, 0.140, 498, 35, 11, 46, 41, 37.967, 44.757
Sun Apr 30 13:02:10 EDT 2017, 5726, 0.060, 5918, 6, 0.390, 423, 12, 6, 8, 19, 1.257, 1.690
Sun Apr 30 13:03:22 EDT 2017, 776, 0.560, 918, 1, 0.890, 573, 57, 16, 33, 64, 60.010, 71.100
Sun Apr 30 13:03:53 EDT 2017, 1086, 0.020, 4980, 2, 0.610, 489, 54, 10, 35, 33, 25.533, 30.163
Sun Apr 30 13:04:03 EDT 2017, 6036, 0.520, 9980, 6, 0.110, 339, 99, 1, 10, 78, 7.713, 10.190
Sun Apr 30 13:07:57 EDT 2017, 8511, 0.270, 7480, 4, 0.360, 564, 77, 15, 47, 55, 195.947, 231.090
Sun Apr 30 13:08:00 EDT 2017, 3561, 0.770, 2481, 8, 0.860, 414, 32, 6, 22, 10, 2.600, 3.010
Sun Apr 30 13:08:08 EDT 2017, 4798, 0.400, 8730, 1, 0.490, 376, 43, 3, 29, 67, 5.807, 6.990
Sun Apr 30 13:08:29 EDT 2017, 9748, 0.900, 3731, 5, 0.990, 526, 88, 13, 4, 22, 18.270, 20.917
Sun Apr 30 13:09:02 EDT 2017, 7273, 0.150, 1231, 3, 0.740, 301, 66, 8, 41, 44, 28.690, 32.340
Sun Apr 30 13:09:57 EDT 2017, 2323, 0.650, 6230, 7, 0.240, 451, 21, 17, 16, 89, 39.990, 54.147
Sun Apr 30 13:10:34 EDT 2017, 1704, 0.340, 1856, 6, 0.050, 470, 49, 9, 25, 39, 28.080, 36.147
Sun Apr 30 13:11:35 EDT 2017, 6654, 0.840, 6855, 1, 0.550, 320, 94, 19, 0, 84, 39.460, 59.173
Sun Apr 30 13:12:27 EDT 2017, 9129, 0.090, 9355, 8, 0.800, 545, 71, 4, 38, 61, 46.387, 51.607
Sun Apr 30 13:12:33 EDT 2017, 4179, 0.590, 4356, 3, 0.300, 395, 26, 14, 13, 16, 4.247, 5.850
Sun Apr 30 13:13:55 EDT 2017, 2942, 0.210, 5605, 7, 0.920, 433, 37, 16, 32, 72, 77.450, 81.600
Sun Apr 30 13:14:13 EDT 2017, 7892, 0.710, 606, 2, 0.420, 583, 82, 7, 7, 27, 11.583, 16.980
Sun Apr 30 13:15:31 EDT 2017, 5417, 0.460, 3106, 9, 0.170, 358, 60, 11, 44, 50, 66.620, 77.193
Sun Apr 30 13:15:37 EDT 2017, 467, 0.960, 8105, 4, 0.670, 508, 15, 2, 19, 95, 3.940, 4.837
Sun Apr 30 13:16:59 EDT 2017, 622, 0.230, 2324, 8, 0.380, 409, 73, 19, 45, 23, 71.363, 81.433
Sun Apr 30 13:17:29 EDT 2017, 5572, 0.730, 7324, 4, 0.880, 559, 28, 9, 20, 68, 25.740, 29.850
Sun Apr 30 13:19:16 EDT 2017, 8047, 0.480, 9824, 6, 0.630, 334, 50, 14, 32, 91, 95.107, 106.970
Sun Apr 30 13:19:41 EDT 2017, 3097, 0.980, 4824, 2, 0.130, 484, 95, 5, 7, 46, 16.207, 24.010
Sun Apr 30 13:21:30 EDT 2017, 4334, 0.350, 6074, 9, 0.500, 522, 61, 7, 39, 79, 93.063, 108.413
Sun Apr 30 13:21:41 EDT 2017, 9284, 0.850, 1075, 5, 0.000, 372, 16, 16, 14, 34, 7.290, 10.183
Sun Apr 30 13:21:43 EDT 2017, 6809, 0.100, 3574, 7, 0.250, 597, 39, 2, 26, 12, 2.157, 2.547
Sun Apr 30 13:22:32 EDT 2017, 1859, 0.600, 8574, 3, 0.750, 447, 84, 12, 1, 57, 34.887, 47.173
Sun Apr 30 13:22:36 EDT 2017, 2478, 0.410, 4199, 4, 0.940, 428, 67, 1, 42, 29, 4.037, 4.600
Sun Apr 30 13:23:15 EDT 2017, 7428, 0.910, 9199, 9, 0.440, 578, 22, 11, 17, 74, 29.833, 38.560
Sun Apr 30 13:23:48 EDT 2017, 9903, 0.160, 6699, 2, 0.190, 353, 44, 6, 29, 96, 25.153, 31.450
Sun Apr 30 13:25:19 EDT 2017, 4953, 0.660, 1700, 7, 0.690, 503, 89, 15, 4, 51, 68.627, 88.770
Sun Apr 30 13:28:04 EDT 2017, 3715, 0.040, 7949, 3, 0.060, 465, 56, 13, 48, 85, 141.097, 160.620
Sun Apr 30 13:28:06 EDT 2017, 8665, 0.540, 2949, 8, 0.560, 315, 11, 3, 23, 40, 2.107, 2.277
Sun Apr 30 13:28:18 EDT 2017, 6190, 0.290, 450, 1, 0.810, 540, 33, 18, 36, 17, 9.667, 11.710
Sun Apr 30 13:29:10 EDT 2017, 1240, 0.790, 5449, 5, 0.310, 390, 78, 8, 11, 62, 37.263, 51.110
Sun Apr 30 13:29:14 EDT 2017, 931, 0.260, 8886, 7, 0.160, 306, 30, 4, 6, 37, 2.367, 3.647
Sun Apr 30 13:31:34 EDT 2017, 5881, 0.760, 3887, 2, 0.660, 456, 75, 14, 31, 82, 119.657, 138.860
Sun Apr 30 13:32:42 EDT 2017, 8356, 0.010, 1387, 9, 0.910, 381, 98, 9, 18, 60, 67.747, 68.047
Sun Apr 30 13:33:25 EDT 2017, 3406, 0.510, 6387, 5, 0.410, 531, 53, 18, 43, 15, 36.867, 42.813
Sun Apr 30 13:33:40 EDT 2017, 4643, 0.130, 2637, 6, 0.780, 568, 19, 11, 0, 71, 8.980, 14.487
Sun Apr 30 13:33:43 EDT 2017, 9593, 0.630, 7636, 1, 0.280, 418, 64, 2, 25, 26, 2.333, 2.843
Sun Apr 30 13:35:56 EDT 2017, 7118, 0.380, 5137, 8, 0.030, 493, 87, 16, 12, 48, 97.903, 131.837
Sun Apr 30 13:36:32 EDT 2017, 2168, 0.880, 137, 3, 0.530, 343, 42, 6, 37, 93, 30.740, 35.653
Sun Apr 30 13:36:39 EDT 2017, 1550, 0.070, 7012, 1, 0.720, 362, 25, 17, 3, 43, 4.193, 6.667
Sun Apr 30 13:38:44 EDT 2017, 6500, 0.570, 2012, 5, 0.220, 512, 70, 8, 28, 88, 100.240, 123.630
Sun Apr 30 13:40:28 EDT 2017, 8975, 0.320, 4512, 3, 0.470, 437, 92, 12, 15, 65, 79.497, 102.290
Sun Apr 30 13:40:37 EDT 2017, 4025, 0.820, 9511, 7, 0.970, 587, 47, 3, 40, 20, 8.087, 8.750
Sun Apr 30 13:40:49 EDT 2017, 2787, 0.450, 762, 2, 0.340, 550, 14, 10, 9, 76, 8.030, 11.277
Sun Apr 30 13:41:57 EDT 2017, 7737, 0.950, 5762, 6, 0.840, 400, 59, 19, 34, 31, 58.663, 66.897
Sun Apr 30 13:42:37 EDT 2017, 5262, 0.200, 8261, 4, 0.590, 475, 81, 5, 21, 54, 31.133, 39.510
Sun Apr 30 13:44:36 EDT 2017, 312, 0.700, 3262, 9, 0.090, 325, 36, 15, 46, 99, 100.083, 117.350
Sun Apr 30 13:45:27 EDT 2017, 390, 0.090, 8340, 5, 0.880, 346, 61, 18, 12, 50, 44.273, 50.323
Sun Apr 30 13:45:41 EDT 2017, 5340, 0.590, 3340, 1, 0.380, 496, 16, 8, 37, 95, 11.660, 14.050
Sun Apr 30 13:46:18 EDT 2017, 7815, 0.340, 840, 7, 0.130, 421, 38, 13, 0, 73, 22.023, 35.637
Sun Apr 30 13:46:37 EDT 2017, 2865, 0.840, 5840, 3, 0.630, 571, 83, 4, 25, 28, 15.263, 18.750
Sun Apr 30 13:47:38 EDT 2017, 4102, 0.470, 4590, 6, 0.010, 533, 72, 6, 19, 62, 47.240, 59.733
Sun Apr 30 13:47:49 EDT 2017, 9052, 0.970, 9589, 2, 0.510, 383, 27, 15, 44, 17, 8.930, 10.360
Sun Apr 30 13:47:51 EDT 2017, 6577, 0.220, 7090, 9, 0.760, 458, 49, 1, 6, 39, 1.700, 2.357
Sun Apr 30 13:50:07 EDT 2017, 1627, 0.720, 2090, 4, 0.260, 308, 94, 11, 31, 84, 108.800, 130.963
Sun Apr 30 13:50:12 EDT 2017, 2246, 0.280, 5215, 2, 0.450, 327, 55, 2, 22, 45, 4.040, 4.847
Sun Apr 30 13:50:41 EDT 2017, 7196, 0.780, 215, 7, 0.950, 477, 10, 12, 47, 90, 27.030, 29.330
Sun Apr 30 13:50:59 EDT 2017, 9671, 0.030, 2715, 5, 0.700, 402, 33, 7, 9, 67, 12.293, 17.277
