# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max
Sat Jan 14 10:36:36 EST 2017, 1, 10, 0.250, 5, 16.898, 0.371909, 16.636, 17.16, 16.19, 16.7, 17.125, 17.2, 17.27, 11153.6, 2.6533, 11151.7, 11155.5, 11152, 11152, 11152, 11156, 11160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998353, 0, 4998353, 4998353, 4998353, 4998353, 4998353, 4998353, 4998353, 24821748, 0, 24821748, 24821748, 24821748, 24821748, 24821748, 24821748, 24821748, 1.19264, 2.10734e-08, 1.19264, 1.19264, 1.19264, 1.19264, 1.19264, 1.19264, 1.19264, 4.96698, 5.96046e-08, 4.96698, 4.96698, 4.96698, 4.96698, 4.96698, 4.96698, 4.96698, 8.23423, 2.06477e-07, 8.23423, 8.23423, 8.23423, 8.23423, 8.23423, 8.23423, 8.23423, 6281995, 0, 6281995, 6281995, 6281995, 6281995, 6281995, 6281995, 6281995
Sat Jan 14 10:38:43 EST 2017, 1, 1, 0.000, 10, 16.753, 1.37267, 15.7859, 17.7201, 15.36, 15.57, 17.325, 17.46, 19.98, 12255.2, 2.4, 12253.5, 12256.9, 12252, 12252, 12256, 12256, 12260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4941182, 0, 4941182, 4941182, 4941182, 4941182, 4941182, 4941182, 4941182, 19665420, 0, 19665420, 19665420, 19665420, 19665420, 19665420, 19665420, 19665420, 4.3742, 1.03238e-07, 4.3742, 4.3742, 4.3742, 4.3742, 4.3742, 4.3742, 4.3742, 3.98071, 8.42937e-08, 3.98071, 3.98071, 3.98071, 3.98071, 3.98071, 3.98071, 3.98071, 9.85081, 2.06477e-07, 9.85081, 9.85081, 9.85081, 9.85081, 9.85081, 9.85081, 9.85081, 5081779, 0, 5081779, 5081779, 5081779, 5081779, 5081779, 5081779, 5081779
Sat Jan 14 10:40:50 EST 2017, 1, 2, 0.000, 10, 21.332, 1.21575, 20.4754, 22.1886, 20.11, 20.36, 21.585, 22.89, 22.93, 12538.4, 1.95959, 12537, 12539.8, 12536, 12536, 12540, 12540, 12540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4997858, 0, 4997858, 4997858, 4997858, 4997858, 4997858, 4997858, 4997858, 31595185, 0, 31595185, 31595185, 31595185, 31595185, 31595185, 31595185, 31595185, 2.96914, 4.21468e-08, 2.96914, 2.96914, 2.96914, 2.96914, 2.96914, 2.96914, 2.96914, 6.32301, 1.46001e-07, 6.32301, 6.32301, 6.32301, 6.32301, 6.32301, 6.32301, 6.32301, 9.85872, 2.38419e-07, 9.85872, 9.85872, 9.85872, 9.85872, 9.85872, 9.85872, 9.85872, 5119907, 0, 5119907, 5119907, 5119907, 5119907, 5119907, 5119907, 5119907
Sat Jan 14 10:43:03 EST 2017, 1, 5, 0.000, 10, 27.825, 2.01293, 26.4068, 29.2432, 25.25, 25.33, 28.825, 28.88, 31.94, 12825.6, 2.6533, 12823.7, 12827.5, 12824, 12824, 12824, 12828, 12832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 45876533, 0.707107, 4.58765e+07, 4.58765e+07, 45876533, 45876533, 45876533, 45876533, 45876533, 1.78331, 2.10734e-08, 1.78331, 1.78331, 1.78331, 1.78331, 1.78331, 1.78331, 1.78331, 9.17897, 1.68587e-07, 9.17897, 9.17897, 9.17897, 9.17897, 9.17897, 9.17897, 9.17897, 9.49565, 1.19209e-07, 9.49565, 9.49565, 9.49565, 9.49565, 9.49565, 9.49565, 9.49565, 5567204, 0, 5567204, 5567204, 5567204, 5567204, 5567204, 5567204, 5567204
Sat Jan 14 10:45:05 EST 2017, 1, 10, 0.000, 10, 29.401, 1.53274, 28.3211, 30.4809, 27.05, 27.07, 30.365, 30.42, 30.64, 12899.2, 2.4, 12897.5, 12900.9, 12896, 12896, 12900, 12900, 12904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 49642667, 0.707107, 4.96427e+07, 4.96427e+07, 49642667, 49642667, 49642667, 49642667, 49642667, 1.43486, 2.10734e-08, 1.43486, 1.43486, 1.43486, 1.43486, 1.43486, 1.43486, 1.43486, 9.93251, 2.06477e-07, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 9.28496, 1.19209e-07, 9.28496, 9.28496, 9.28496, 9.28496, 9.28496, 9.28496, 9.28496, 6138329, 0, 6138329, 6138329, 6138329, 6138329, 6138329, 6138329, 6138329
Sat Jan 14 10:48:57 EST 2017, 1, 1, 0.250, 10, 16.291, 0.993926, 15.5907, 16.9913, 15.03, 15.39, 17.13, 17.28, 17.52, 11922.4, 1.95959, 11921, 11923.8, 11920, 11920, 11924, 11924, 11924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4939688, 0, 4939688, 4939688, 4939688, 4939688, 4939688, 4939688, 4939688, 19665658, 0, 19665658, 19665658, 19665658, 19665658, 19665658, 19665658, 19665658, 4.2544, 8.42937e-08, 4.2544, 4.2544, 4.2544, 4.2544, 4.2544, 4.2544, 4.2544, 3.98196, 0, 3.98196, 3.98196, 3.98196, 3.98196, 3.98196, 3.98196, 3.98196, 9.73175, 2.06477e-07, 9.73175, 9.73175, 9.73175, 9.73175, 9.73175, 9.73175, 9.73175, 5112415, 0, 5112415, 5112415, 5112415, 5112415, 5112415, 5112415, 5112415
Sat Jan 14 10:51:04 EST 2017, 1, 2, 0.250, 10, 21.052, 1.66863, 19.8764, 22.2276, 19.04, 19.99, 21.6, 23.05, 23.08, 12148.4, 3.32265, 12146.1, 12150.7, 12144, 12148, 12148, 12152, 12156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4997392, 0, 4997392, 4997392, 4997392, 4997392, 4997392, 4997392, 4997392, 31595499, 0, 31595499, 31595499, 31595499, 31595499, 31595499, 31595499, 31595499, 2.84775, 0, 2.84775, 2.84775, 2.84775, 2.84775, 2.84775, 2.84775, 2.84775, 6.32365, 8.42937e-08, 6.32365, 6.32365, 6.32365, 6.32365, 6.32365, 6.32365, 6.32365, 9.74315, 1.19209e-07, 9.74315, 9.74315, 9.74315, 9.74315, 9.74315, 9.74315, 9.74315, 5138548, 0, 5138548, 5138548, 5138548, 5138548, 5138548, 5138548, 5138548
Sat Jan 14 10:53:16 EST 2017, 1, 5, 0.250, 10, 27.669, 2.99089, 25.5618, 29.7762, 21.65, 28.97, 29.03, 29.51, 29.68, 12318, 2, 12316.6, 12319.4, 12316, 12316, 12320, 12320, 12320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 45876650, 0, 45876650, 45876650, 45876650, 45876650, 45876650, 45876650, 45876650, 1.66178, 2.10734e-08, 1.66178, 1.66178, 1.66178, 1.66178, 1.66178, 1.66178, 1.66178, 9.179, 1.19209e-07, 9.179, 9.179, 9.179, 9.179, 9.179, 9.179, 9.179, 9.05702, 1.68587e-07, 9.05702, 9.05702, 9.05702, 9.05702, 9.05702, 9.05702, 9.05702, 5532828, 0, 5532828, 5532828, 5532828, 5532828, 5532828, 5532828, 5532828
Sat Jan 14 10:55:18 EST 2017, 1, 10, 0.250, 10, 29.215, 1.70161, 28.0161, 30.4139, 26.63, 26.64, 30.115, 30.62, 30.63, 12378.4, 2.6533, 12376.5, 12380.3, 12376, 12376, 12380, 12380, 12384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 49642679, 0.707107, 4.96427e+07, 4.96427e+07, 49642679, 49642679, 49642679, 49642679, 49642679, 1.31066, 2.58096e-08, 1.31066, 1.31066, 1.31066, 1.31066, 1.31066, 1.31066, 1.31066, 9.93251, 2.06477e-07, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 9.93251, 8.38298, 1.19209e-07, 8.38298, 8.38298, 8.38298, 8.38298, 8.38298, 8.38298, 8.38298, 5991353, 0, 5991353, 5991353, 5991353, 5991353, 5991353, 5991353, 5991353
Sat Jan 14 10:57:20 EST 2017, 1, 1, 0.000, 15, 22.959, 1.13676, 22.1581, 23.7599, 21.38, 21.73, 23.785, 24.11, 24.13, 13210.8, 2.56125, 13209, 13212.6, 13208, 13208, 13212, 13212, 13216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4993097, 0, 4993097, 4993097, 4993097, 4993097, 4993097, 4993097, 4993097, 29498829, 0, 29498829, 29498829, 29498829, 29498829, 29498829, 29498829, 29498829, 5.20508, 8.42937e-08, 5.20508, 5.20508, 5.20508, 5.20508, 5.20508, 5.20508, 5.20508, 5.90909, 8.42937e-08, 5.90909, 5.90909, 5.90909, 5.90909, 5.90909, 5.90909, 5.90909, 9.9434, 2.06477e-07, 9.9434, 9.9434, 9.9434, 9.9434, 9.9434, 9.9434, 9.9434, 5030295, 0, 5030295, 5030295, 5030295, 5030295, 5030295, 5030295, 5030295
Sat Jan 14 10:59:27 EST 2017, 1, 2, 0.000, 15, 31.134, 1.62997, 29.9856, 32.2824, 28.58, 28.76, 32.155, 32.27, 32.31, 14291.2, 3.48712, 14288.7, 14293.7, 14288, 14288, 14292, 14296, 14296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998985, 0, 4998985, 4998985, 4998985, 4998985, 4998985, 4998985, 4998985, 47388550, 0, 47388550, 47388550, 47388550, 47388550, 47388550, 47388550, 47388550, 3.38532, 0, 3.38532, 3.38532, 3.38532, 3.38532, 3.38532, 3.38532, 3.38532, 9.48154, 2.06477e-07, 9.48154, 9.48154, 9.48154, 9.48154, 9.48154, 9.48154, 9.48154, 9.9474, 1.19209e-07, 9.9474, 9.9474, 9.9474, 9.9474, 9.9474, 9.9474, 9.9474, 5027781, 0, 5027781, 5027781, 5027781, 5027781, 5027781, 5027781, 5027781
Sat Jan 14 11:43:07 EST 2017, 1, 5, 0.000, 15, 34.795, 4.82988, 31.3921, 38.1979, 28.31, 31.22, 37.515, 41.54, 41.72, 14507.2, 2.99333, 14505.1, 14509.3, 14504, 14504, 14508, 14512, 14512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 68813670, 1, 6.88137e+07, 6.88137e+07, 68813670, 68813670, 68813670, 68813670, 68813670, 1.94671, 2.10734e-08, 1.94671, 1.94671, 1.94671, 1.94671, 1.94671, 1.94671, 1.94671, 13.7683, 1.68587e-07, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 9.64055, 1.68587e-07, 9.64055, 9.64055, 9.64055, 9.64055, 9.64055, 9.64055, 9.64055, 5370165, 0, 5370165, 5370165, 5370165, 5370165, 5370165, 5370165, 5370165
Sat Jan 14 11:45:20 EST 2017, 1, 10, 0.000, 15, 40.277, 2.6484, 38.4111, 42.1429, 34.75, 38.68, 41.28, 43.11, 43.15, 14410.4, 1.95959, 14409, 14411.8, 14408, 14408, 14412, 14412, 14412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 74463747, 0, 74463747, 74463747, 74463747, 74463747, 74463747, 74463747, 74463747, 1.4847, 0, 1.4847, 1.4847, 1.4847, 1.4847, 1.4847, 1.4847, 1.4847, 14.8987, 2.38419e-07, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 9.29176, 2.06477e-07, 9.29176, 9.29176, 9.29176, 9.29176, 9.29176, 9.29176, 9.29176, 6095167, 0, 6095167, 6095167, 6095167, 6095167, 6095167, 6095167, 6095167
Sat Jan 14 11:49:02 EST 2017, 1, 1, 0.250, 15, 21.218, 2.47322, 19.4755, 22.9605, 17.75, 17.94, 22.395, 23.87, 23.93, 13045.6, 2.6533, 13043.7, 13047.5, 13044, 13044, 13044, 13048, 13052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4992618, 0, 4992618, 4992618, 4992618, 4992618, 4992618, 4992618, 4992618, 29498723, 0, 29498723, 29498723, 29498723, 29498723, 29498723, 29498723, 29498723, 5.08223, 1.03238e-07, 5.08223, 5.08223, 5.08223, 5.08223, 5.08223, 5.08223, 5.08223, 5.90964, 1.19209e-07, 5.90964, 5.90964, 5.90964, 5.90964, 5.90964, 5.90964, 5.90964, 9.90902, 0, 9.90902, 9.90902, 9.90902, 9.90902, 9.90902, 9.90902, 9.90902, 5037834, 0, 5037834, 5037834, 5037834, 5037834, 5037834, 5037834, 5037834
Sat Jan 14 11:51:14 EST 2017, 1, 2, 0.250, 15, 30.242, 1.4844, 29.1962, 31.2878, 28.98, 29, 30.475, 32.09, 32.3, 13910.4, 1.95959, 13909, 13911.8, 13908, 13908, 13912, 13912, 13912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998975, 0, 4998975, 4998975, 4998975, 4998975, 4998975, 4998975, 4998975, 47388283, 0.707107, 4.73883e+07, 4.73883e+07, 47388283, 47388283, 47388283, 47388283, 47388283, 3.26276, 4.21468e-08, 3.26276, 3.26276, 3.26276, 3.26276, 3.26276, 3.26276, 3.26276, 9.48151, 0, 9.48151, 9.48151, 9.48151, 9.48151, 9.48151, 9.48151, 9.48151, 9.91798, 0, 9.91798, 9.91798, 9.91798, 9.91798, 9.91798, 9.91798, 9.91798, 5031425, 0, 5031425, 5031425, 5031425, 5031425, 5031425, 5031425, 5031425
Sat Jan 14 11:53:26 EST 2017, 1, 5, 0.250, 15, 39.213, 3.98878, 36.4027, 42.0233, 31.04, 40.44, 41.39, 41.51, 41.52, 13950.4, 2.6533, 13948.5, 13952.3, 13948, 13948, 13952, 13952, 13956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 68813794, 1, 6.88138e+07, 6.88138e+07, 68813794, 68813794, 68813794, 68813794, 68813794, 1.82453, 2.10734e-08, 1.82453, 1.82453, 1.82453, 1.82453, 1.82453, 1.82453, 1.82453, 13.7683, 1.68587e-07, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 13.7683, 9.34181, 1.68587e-07, 9.34181, 9.34181, 9.34181, 9.34181, 9.34181, 9.34181, 9.34181, 5343668, 0, 5343668, 5343668, 5343668, 5343668, 5343668, 5343668, 5343668
Sat Jan 14 11:55:33 EST 2017, 1, 10, 0.250, 15, 39.598, 3.76985, 36.9419, 42.2541, 32.59, 39.11, 41.315, 43.15, 43.24, 13852, 2.52982, 13850.2, 13853.8, 13848, 13852, 13852, 13856, 13856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 74463786, 1, 7.44638e+07, 7.44638e+07, 74463786, 74463786, 74463786, 74463786, 74463786, 1.36051, 2.58096e-08, 1.36051, 1.36051, 1.36051, 1.36051, 1.36051, 1.36051, 1.36051, 14.8987, 2.38419e-07, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 14.8987, 8.44162, 1.19209e-07, 8.44162, 8.44162, 8.44162, 8.44162, 8.44162, 8.44162, 8.44162, 5917618, 0, 5917618, 5917618, 5917618, 5917618, 5917618, 5917618, 5917618
Sat Jan 14 11:57:25 EST 2017, 1, 1, 0.000, 20, 29.229, 1.50545, 28.1683, 30.2897, 26.92, 26.94, 30.21, 30.26, 30.26, 14538.4, 2.6533, 14536.5, 14540.3, 14536, 14536, 14540, 14540, 14544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998364, 0, 4998364, 4998364, 4998364, 4998364, 4998364, 4998364, 4998364, 39331134, 0, 39331134, 39331134, 39331134, 39331134, 39331134, 39331134, 39331134, 5.79009, 8.42937e-08, 5.79009, 5.79009, 5.79009, 5.79009, 5.79009, 5.79009, 5.79009, 7.87036, 0, 7.87036, 7.87036, 7.87036, 7.87036, 7.87036, 7.87036, 7.87036, 9.96607, 1.19209e-07, 9.96607, 9.96607, 9.96607, 9.96607, 9.96607, 9.96607, 9.96607, 5008949, 0, 5008949, 5008949, 5008949, 5008949, 5008949, 5008949, 5008949
Sat Jan 14 11:59:38 EST 2017, 1, 2, 0.000, 20, 38.452, 1.26101, 37.5635, 39.3405, 37.37, 37.39, 38.495, 40.26, 40.4, 15675.6, 4.54313, 15672.4, 15678.8, 15672, 15672, 15676, 15684, 15684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 63180386, 0, 63180386, 63180386, 63180386, 63180386, 63180386, 63180386, 63180386, 3.67853, 0, 3.67853, 3.67853, 3.67853, 3.67853, 3.67853, 3.67853, 3.67853, 12.6411, 2.38419e-07, 12.6411, 12.6411, 12.6411, 12.6411, 12.6411, 12.6411, 12.6411, 9.9674, 1.19209e-07, 9.9674, 9.9674, 9.9674, 9.9674, 9.9674, 9.9674, 9.9674, 5007396, 0, 5007396, 5007396, 5007396, 5007396, 5007396, 5007396, 5007396
Sat Jan 14 12:13:17 EST 2017, 1, 5, 0.000, 20, 50.064, 6.33176, 45.6029, 54.5251, 35.39, 46.86, 52.24, 56.56, 56.66, 15094.8, 2.56125, 15093, 15096.6, 15092, 15092, 15096, 15096, 15100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 91749598, 1.41421, 9.17496e+07, 9.17496e+07, 91749598, 91749598, 91749598, 91749598, 91749598, 2.0681, 2.98023e-08, 2.0681, 2.0681, 2.0681, 2.0681, 2.0681, 2.0681, 2.0681, 18.3573, 4.76837e-07, 18.3573, 18.3573, 18.3573, 18.3573, 18.3573, 18.3573, 18.3573, 9.74585, 2.06477e-07, 9.74585, 9.74585, 9.74585, 9.74585, 9.74585, 9.74585, 9.74585, 5242368, 0, 5242368, 5242368, 5242368, 5242368, 5242368, 5242368, 5242368
Sat Jan 14 12:17:34 EST 2017, 1, 10, 0.000, 20, 49.941, 5.20151, 46.2762, 53.6058, 43.64, 43.88, 53.475, 55.22, 55.23, 15181.6, 1.95959, 15180.2, 15183, 15180, 15180, 15182, 15184, 15184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 99285123, 1.41421, 9.92851e+07, 9.92851e+07, 99285123, 99285123, 99285123, 99285123, 99285123, 1.51725, 2.98023e-08, 1.51725, 1.51725, 1.51725, 1.51725, 1.51725, 1.51725, 1.51725, 19.865, 2.38419e-07, 19.865, 19.865, 19.865, 19.865, 19.865, 19.865, 19.865, 9.29082, 2.38419e-07, 9.29082, 9.29082, 9.29082, 9.29082, 9.29082, 9.29082, 9.29082, 6063130, 0, 6063130, 6063130, 6063130, 6063130, 6063130, 6063130, 6063130
Sat Jan 14 12:27:23 EST 2017, 1, 1, 0.250, 20, 27.291, 3.33828, 24.939, 29.643, 21.01, 23.89, 29.775, 30.24, 30.24, 14415.2, 3.48712, 14412.7, 14417.7, 14412, 14412, 14416, 14420, 14420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998302, 0, 4998302, 4998302, 4998302, 4998302, 4998302, 4998302, 4998302, 39330715, 0.5, 3.93307e+07, 3.93307e+07, 39330715, 39330715, 39330715, 39330715, 39330715, 5.66719, 1.19209e-07, 5.66719, 5.66719, 5.66719, 5.66719, 5.66719, 5.66719, 5.66719, 7.8704, 1.68587e-07, 7.8704, 7.8704, 7.8704, 7.8704, 7.8704, 7.8704, 7.8704, 9.95667, 1.19209e-07, 9.95667, 9.95667, 9.95667, 9.95667, 9.95667, 9.95667, 9.95667, 5010919, 0, 5010919, 5010919, 5010919, 5010919, 5010919, 5010919, 5010919
Sat Jan 14 12:29:40 EST 2017, 1, 2, 0.250, 20, 38.014, 3.62249, 35.4618, 40.5662, 31.36, 37.61, 40.655, 41.06, 41.14, 15223.2, 2.99333, 15221.1, 15225.3, 15220, 15220, 15224, 15228, 15228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 63180532, 0, 63180532, 63180532, 63180532, 63180532, 63180532, 63180532, 63180532, 3.55576, 5.96046e-08, 3.55576, 3.55576, 3.55576, 3.55576, 3.55576, 3.55576, 3.55576, 12.6412, 1.68587e-07, 12.6412, 12.6412, 12.6412, 12.6412, 12.6412, 12.6412, 12.6412, 9.95994, 1.68587e-07, 9.95994, 9.95994, 9.95994, 9.95994, 9.95994, 9.95994, 9.95994, 5007968, 0, 5007968, 5007968, 5007968, 5007968, 5007968, 5007968, 5007968
Sat Jan 14 12:39:14 EST 2017, 1, 5, 0.250, 20, 47.441, 6.42381, 42.9151, 51.9669, 33.49, 41.31, 51.975, 52.61, 52.68, 14727.6, 2.8, 14725.6, 14729.6, 14724, 14724, 14728, 14732, 14732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 91749365, 1, 9.17494e+07, 9.17494e+07, 91749365, 91749365, 91749365, 91749365, 91749365, 1.94513, 2.10734e-08, 1.94513, 1.94513, 1.94513, 1.94513, 1.94513, 1.94513, 1.94513, 18.3572, 3.37175e-07, 18.3572, 18.3572, 18.3572, 18.3572, 18.3572, 18.3572, 18.3572, 9.55116, 2.06477e-07, 9.55116, 9.55116, 9.55116, 9.55116, 9.55116, 9.55116, 9.55116, 5222777, 0, 5222777, 5222777, 5222777, 5222777, 5222777, 5222777, 5222777
Sat Jan 14 12:41:21 EST 2017, 1, 10, 0.250, 20, 50.879, 6.2161, 46.4994, 55.2586, 37.73, 43.69, 54.79, 55.21, 55.22, 14721.2, 1.83303, 14719.9, 14722.5, 14720, 14720, 14720, 14724, 14724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 99285174, 1.41421, 9.92852e+07, 9.92852e+07, 99285174, 99285174, 99285174, 99285174, 99285174, 1.39306, 1.49012e-08, 1.39306, 1.39306, 1.39306, 1.39306, 1.39306, 1.39306, 1.39306, 19.865, 2.38419e-07, 19.865, 19.865, 19.865, 19.865, 19.865, 19.865, 19.865, 8.50117, 1.19209e-07, 8.50117, 8.50117, 8.50117, 8.50117, 8.50117, 8.50117, 8.50117, 5868997, 0, 5868997, 5868997, 5868997, 5868997, 5868997, 5868997, 5868997
