# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Mon Jan  9 16:21:19 EST 2017, 3324, 0.020, 9, 0.770, 482, 11, 11, 48, 90, 28.293, 27.260
Mon Jan  9 16:21:25 EST 2017, 8274, 0.520, 4, 0.270, 332, 56, 2, 23, 45, 5.513, 5.873
Mon Jan  9 16:21:41 EST 2017, 5799, 0.270, 2, 0.520, 407, 33, 6, 36, 67, 16.277, 15.700
Mon Jan  9 16:22:13 EST 2017, 849, 0.770, 7, 0.020, 557, 78, 16, 11, 22, 30.727, 27.650
Mon Jan  9 16:22:24 EST 2017, 1158, 0.300, 7, 0.240, 491, 59, 4, 22, 31, 11.377, 11.360
Mon Jan  9 16:22:44 EST 2017, 6108, 0.800, 3, 0.740, 341, 14, 13, 47, 76, 19.860, 19.200
Mon Jan  9 16:23:12 EST 2017, 8583, 0.050, 1, 0.490, 416, 81, 18, 9, 53, 27.017, 27.520
Mon Jan  9 16:24:17 EST 2017, 3633, 0.550, 5, 0.990, 566, 36, 8, 34, 98, 63.823, 60.380
Mon Jan  9 16:24:19 EST 2017, 4871, 0.170, 4, 0.110, 379, 47, 1, 40, 20, 1.780, 1.893
Mon Jan  9 16:25:56 EST 2017, 9821, 0.670, 9, 0.610, 529, 92, 11, 15, 65, 95.273, 80.670
Mon Jan  9 16:26:20 EST 2017, 7346, 0.420, 6, 0.360, 454, 25, 15, 28, 42, 24.227, 23.400
Mon Jan  9 16:26:33 EST 2017, 2396, 0.920, 2, 0.860, 304, 70, 6, 3, 87, 12.643, 12.067
Mon Jan  9 16:26:39 EST 2017, 1777, 0.110, 6, 0.550, 360, 76, 5, 25, 14, 6.350, 6.100
Mon Jan  9 16:26:46 EST 2017, 6727, 0.610, 1, 0.050, 510, 31, 14, 0, 59, 6.613, 5.983
Mon Jan  9 16:29:22 EST 2017, 9202, 0.360, 3, 0.800, 585, 98, 19, 37, 37, 146.693, 136.727
Mon Jan  9 16:30:03 EST 2017, 4252, 0.860, 8, 0.300, 435, 53, 9, 12, 82, 40.203, 36.190
Mon Jan  9 16:30:05 EST 2017, 3014, 0.480, 2, 0.680, 547, 42, 2, 6, 25, 1.667, 1.747
Mon Jan  9 16:32:06 EST 2017, 7964, 0.980, 7, 0.180, 397, 87, 12, 31, 70, 116.683, 110.360
Mon Jan  9 16:32:19 EST 2017, 5489, 0.230, 9, 0.930, 322, 19, 17, 19, 48, 12.930, 12.093
Mon Jan  9 16:33:56 EST 2017, 539, 0.730, 5, 0.430, 472, 64, 7, 44, 93, 95.237, 95.563
Mon Jan  9 16:34:15 EST 2017, 694, 0.440, 5, 0.760, 412, 52, 17, 1, 44, 17.907, 12.757
Mon Jan  9 16:35:20 EST 2017, 5644, 0.940, 1, 0.260, 562, 97, 8, 26, 89, 63.157, 62.820
Mon Jan  9 16:35:23 EST 2017, 8119, 0.190, 3, 0.510, 487, 29, 3, 13, 21, 1.833, 1.897
Mon Jan  9 16:37:04 EST 2017, 3169, 0.690, 8, 0.010, 337, 74, 13, 38, 66, 98.970, 95.723
Mon Jan  9 16:37:45 EST 2017, 4407, 0.060, 2, 0.880, 524, 63, 15, 32, 32, 41.063, 38.987
Mon Jan  9 16:37:51 EST 2017, 9357, 0.560, 6, 0.380, 374, 18, 6, 7, 77, 5.387, 4.970
Mon Jan  9 16:37:54 EST 2017, 6882, 0.310, 9, 0.630, 449, 85, 1, 44, 10, 2.407, 2.790
Mon Jan  9 16:38:28 EST 2017, 1932, 0.810, 4, 0.130, 599, 40, 10, 19, 55, 33.163, 31.630
Mon Jan  9 16:39:43 EST 2017, 2550, 0.130, 8, 0.440, 543, 35, 19, 47, 38, 74.080, 69.580
Mon Jan  9 16:40:54 EST 2017, 7500, 0.630, 4, 0.940, 393, 80, 9, 22, 83, 70.130, 61.070
Mon Jan  9 16:40:54 EST 2017, 9975, 0.380, 1, 0.190, 318, 12, 4, 35, 15, 0.527, 0.567
Mon Jan  9 16:41:41 EST 2017, 5025, 0.880, 6, 0.690, 468, 57, 14, 10, 60, 46.397, 38.250
Mon Jan  9 16:42:31 EST 2017, 3788, 0.250, 5, 0.320, 355, 69, 16, 16, 49, 49.153, 42.280
Mon Jan  9 16:43:10 EST 2017, 8738, 0.750, 9, 0.820, 505, 24, 7, 41, 94, 38.977, 37.293
Mon Jan  9 16:43:16 EST 2017, 6263, 0.000, 7, 0.070, 580, 91, 2, 4, 27, 5.260, 5.807
Mon Jan  9 16:44:00 EST 2017, 1313, 0.500, 2, 0.570, 430, 46, 12, 29, 72, 43.273, 40.960
Mon Jan  9 16:44:24 EST 2017, 1003, 0.030, 4, 0.660, 327, 26, 9, 43, 69, 23.763, 22.737
Mon Jan  9 16:45:05 EST 2017, 5953, 0.530, 8, 0.160, 477, 71, 18, 18, 24, 40.977, 36.263
Mon Jan  9 16:47:07 EST 2017, 8428, 0.280, 6, 0.910, 552, 49, 13, 30, 91, 119.927, 109.553
Mon Jan  9 16:47:17 EST 2017, 3478, 0.780, 2, 0.410, 402, 94, 4, 5, 46, 8.777, 9.547
Mon Jan  9 16:48:17 EST 2017, 4716, 0.410, 9, 0.540, 590, 83, 6, 24, 58, 58.553, 57.463
Mon Jan  9 16:48:35 EST 2017, 9666, 0.910, 5, 0.040, 440, 38, 16, 49, 13, 18.023, 17.323
Mon Jan  9 16:49:11 EST 2017, 7191, 0.160, 3, 0.790, 365, 60, 11, 11, 80, 35.073, 29.290
Mon Jan  9 16:49:12 EST 2017, 2241, 0.660, 7, 0.290, 515, 15, 1, 36, 35, 1.393, 1.390
Mon Jan  9 16:49:17 EST 2017, 1622, 0.340, 1, 0.100, 458, 21, 10, 8, 63, 4.843, 4.747
Mon Jan  9 16:49:49 EST 2017, 6572, 0.840, 6, 0.600, 308, 66, 19, 33, 18, 26.987, 27.367
Mon Jan  9 16:50:52 EST 2017, 9047, 0.090, 8, 0.350, 383, 43, 14, 21, 86, 63.037, 56.113
Mon Jan  9 16:51:35 EST 2017, 4097, 0.590, 3, 0.850, 533, 88, 5, 46, 41, 42.467, 41.373
Mon Jan  9 16:53:03 EST 2017, 2860, 0.220, 7, 0.220, 421, 99, 7, 27, 74, 85.853, 79.073
Mon Jan  9 16:53:16 EST 2017, 7810, 0.720, 2, 0.720, 571, 54, 17, 2, 29, 13.127, 10.230
Mon Jan  9 16:56:34 EST 2017, 5335, 0.470, 4, 0.470, 496, 77, 12, 40, 97, 196.193, 184.220
Mon Jan  9 16:56:38 EST 2017, 385, 0.970, 9, 0.970, 346, 32, 3, 15, 52, 4.620, 4.497
Mon Jan  9 16:56:51 EST 2017, 307, 0.320, 4, 0.590, 559, 14, 15, 5, 81, 12.063, 10.203
Mon Jan  9 16:57:12 EST 2017, 5257, 0.820, 9, 0.090, 409, 59, 6, 30, 36, 20.537, 20.190
Mon Jan  9 16:57:14 EST 2017, 7732, 0.070, 6, 0.840, 334, 37, 1, 17, 58, 2.313, 2.557
Mon Jan  9 16:57:31 EST 2017, 2782, 0.570, 2, 0.340, 484, 82, 10, 42, 13, 16.657, 15.940
Mon Jan  9 17:02:00 EST 2017, 4020, 0.200, 8, 0.720, 372, 93, 18, 36, 92, 261.080, 235.603
Mon Jan  9 17:02:17 EST 2017, 8970, 0.700, 3, 0.220, 522, 48, 8, 11, 47, 17.143, 15.660
Mon Jan  9 17:02:41 EST 2017, 6495, 0.450, 1, 0.970, 597, 71, 3, 49, 70, 22.330, 23.273
Mon Jan  9 17:02:53 EST 2017, 1545, 0.950, 5, 0.470, 447, 26, 13, 24, 25, 11.283, 10.403
Mon Jan  9 17:04:14 EST 2017, 2164, 0.010, 3, 0.150, 390, 31, 16, 45, 98, 79.617, 75.820
Mon Jan  9 17:05:00 EST 2017, 7114, 0.510, 7, 0.650, 540, 76, 7, 20, 53, 44.560, 43.907
Mon Jan  9 17:05:18 EST 2017, 9589, 0.260, 9, 0.400, 465, 54, 2, 33, 75, 17.327, 18.177
Mon Jan  9 17:05:38 EST 2017, 4639, 0.760, 5, 0.900, 315, 99, 12, 8, 30, 19.640, 15.887
Mon Jan  9 17:08:59 EST 2017, 3401, 0.380, 6, 0.030, 503, 88, 19, 14, 86, 191.797, 155.397
Mon Jan  9 17:09:10 EST 2017, 8351, 0.880, 1, 0.530, 353, 43, 9, 39, 41, 11.247, 11.237
Mon Jan  9 17:09:23 EST 2017, 5876, 0.130, 4, 0.280, 428, 65, 5, 2, 64, 12.213, 11.607
Mon Jan  9 17:09:33 EST 2017, 926, 0.630, 8, 0.780, 578, 20, 14, 27, 19, 10.223, 9.703
Mon Jan  9 17:09:39 EST 2017, 1235, 0.160, 7, 0.930, 475, 40, 6, 38, 11, 5.440, 5.340
Mon Jan  9 17:10:22 EST 2017, 6185, 0.660, 2, 0.430, 325, 85, 16, 13, 56, 40.840, 35.237
Mon Jan  9 17:10:29 EST 2017, 8660, 0.410, 4, 0.680, 400, 17, 11, 25, 33, 7.077, 6.740
Mon Jan  9 17:10:40 EST 2017, 3710, 0.910, 9, 0.180, 550, 62, 2, 0, 78, 8.683, 10.603
Mon Jan  9 17:10:48 EST 2017, 4948, 0.290, 1, 0.810, 437, 73, 9, 19, 22, 7.753, 7.383
Mon Jan  9 17:12:29 EST 2017, 9898, 0.790, 6, 0.310, 587, 28, 18, 44, 67, 99.083, 92.953
Mon Jan  9 17:13:21 EST 2017, 7423, 0.040, 8, 0.560, 512, 96, 13, 6, 44, 51.570, 39.747
Mon Jan  9 17:13:45 EST 2017, 2473, 0.540, 3, 0.060, 362, 51, 4, 31, 89, 22.363, 22.970
Mon Jan  9 17:13:51 EST 2017, 1854, 0.480, 8, 0.250, 306, 45, 8, 10, 27, 6.037, 5.527
Mon Jan  9 17:17:16 EST 2017, 6804, 0.980, 4, 0.750, 456, 90, 17, 35, 72, 201.440, 181.937
Mon Jan  9 17:17:31 EST 2017, 9279, 0.230, 2, 0.000, 531, 23, 12, 22, 50, 15.107, 13.953
Mon Jan  9 17:18:14 EST 2017, 4329, 0.730, 6, 0.500, 381, 68, 3, 47, 95, 42.023, 42.163
Mon Jan  9 17:18:29 EST 2017, 3092, 0.100, 3, 0.370, 569, 57, 10, 28, 16, 15.030, 14.063
Mon Jan  9 17:18:36 EST 2017, 8042, 0.600, 7, 0.870, 419, 12, 19, 3, 61, 6.160, 5.343
Mon Jan  9 17:19:50 EST 2017, 5567, 0.350, 5, 0.120, 344, 79, 15, 41, 39, 72.407, 69.360
Mon Jan  9 17:19:59 EST 2017, 617, 0.850, 1, 0.620, 494, 34, 5, 16, 84, 8.550, 9.247
Mon Jan  9 17:20:54 EST 2017, 462, 0.090, 9, 0.040, 423, 69, 10, 35, 43, 53.697, 53.320
Mon Jan  9 17:20:58 EST 2017, 5412, 0.590, 5, 0.540, 573, 24, 1, 10, 88, 2.903, 3.447
Mon Jan  9 17:21:15 EST 2017, 7887, 0.340, 2, 0.290, 498, 92, 5, 48, 20, 17.027, 16.917
Mon Jan  9 17:22:13 EST 2017, 2937, 0.840, 7, 0.790, 348, 47, 15, 23, 65, 53.403, 46.087
Mon Jan  9 17:22:29 EST 2017, 4175, 0.460, 4, 0.170, 461, 35, 13, 4, 54, 15.470, 12.670
Mon Jan  9 17:23:06 EST 2017, 9125, 0.960, 8, 0.670, 311, 80, 3, 29, 99, 33.167, 32.073
Mon Jan  9 17:23:10 EST 2017, 6650, 0.210, 6, 0.420, 386, 13, 8, 17, 32, 3.177, 3.173
Mon Jan  9 17:24:35 EST 2017, 1700, 0.710, 1, 0.920, 536, 58, 17, 42, 77, 84.827, 80.227
Mon Jan  9 17:25:22 EST 2017, 2318, 0.270, 6, 0.730, 592, 64, 11, 13, 48, 46.177, 40.190
Mon Jan  9 17:25:27 EST 2017, 7268, 0.770, 2, 0.230, 442, 19, 2, 38, 93, 5.293, 5.533
Mon Jan  9 17:25:34 EST 2017, 9743, 0.020, 4, 0.980, 367, 86, 7, 1, 26, 6.273, 4.803
Mon Jan  9 17:27:00 EST 2017, 4793, 0.520, 9, 0.480, 517, 41, 16, 26, 71, 86.210, 78.410
Mon Jan  9 17:27:19 EST 2017, 3556, 0.150, 1, 0.610, 330, 52, 14, 45, 37, 19.167, 18.770
Mon Jan  9 17:28:11 EST 2017, 8506, 0.650, 5, 0.110, 480, 97, 4, 20, 82, 47.763, 50.570
Mon Jan  9 17:28:20 EST 2017, 6031, 0.400, 7, 0.860, 555, 30, 9, 32, 15, 8.610, 8.100
Mon Jan  9 17:29:16 EST 2017, 1081, 0.900, 3, 0.360, 405, 75, 19, 7, 60, 55.067, 41.970
Mon Jan  9 17:29:23 EST 2017, 771, 0.430, 2, 0.390, 339, 95, 1, 21, 63, 5.557, 6.737
Mon Jan  9 17:29:48 EST 2017, 5721, 0.930, 7, 0.890, 489, 50, 11, 46, 18, 24.707, 23.670
Mon Jan  9 17:31:59 EST 2017, 8196, 0.180, 9, 0.140, 564, 72, 16, 9, 85, 130.180, 96.617
Mon Jan  9 17:32:09 EST 2017, 3246, 0.680, 4, 0.640, 414, 27, 6, 34, 40, 9.903, 9.697
Mon Jan  9 17:32:21 EST 2017, 4484, 0.060, 5, 0.260, 526, 16, 4, 40, 74, 11.257, 11.153
Mon Jan  9 17:32:30 EST 2017, 9434, 0.560, 1, 0.760, 376, 61, 13, 15, 29, 9.127, 8.630
Mon Jan  9 17:33:31 EST 2017, 6959, 0.310, 3, 0.010, 301, 38, 18, 28, 96, 59.410, 55.783
Mon Jan  9 17:33:54 EST 2017, 2009, 0.810, 8, 0.510, 451, 83, 8, 3, 51, 22.947, 19.647
Mon Jan  9 17:34:18 EST 2017, 1390, 0.240, 5, 0.830, 508, 78, 2, 31, 68, 22.573, 23.480
Mon Jan  9 17:34:23 EST 2017, 6340, 0.740, 9, 0.330, 358, 33, 12, 6, 23, 5.250, 4.653
Mon Jan  9 17:37:38 EST 2017, 8815, 0.490, 7, 0.580, 433, 55, 17, 43, 91, 188.727, 174.093
Mon Jan  9 17:37:42 EST 2017, 3865, 0.990, 3, 0.080, 583, 10, 7, 18, 46, 4.187, 3.953
Mon Jan  9 17:37:48 EST 2017, 2628, 0.370, 8, 0.950, 395, 21, 5, 12, 57, 5.120, 4.690
Mon Jan  9 17:38:12 EST 2017, 7578, 0.870, 4, 0.450, 545, 66, 14, 37, 12, 23.640, 22.430
Mon Jan  9 17:39:21 EST 2017, 5103, 0.120, 2, 0.700, 470, 44, 19, 24, 79, 69.020, 61.307
Mon Jan  9 17:40:14 EST 2017, 153, 0.620, 6, 0.200, 320, 89, 10, 49, 34, 51.827, 51.063
Mon Jan  9 17:40:18 EST 2017, 172, 0.120, 5, 0.930, 385, 32, 3, 28, 28, 3.603, 3.703
Mon Jan  9 17:41:21 EST 2017, 5122, 0.620, 9, 0.430, 535, 77, 12, 3, 73, 60.060, 45.667
Mon Jan  9 17:41:39 EST 2017, 7597, 0.370, 7, 0.680, 460, 10, 17, 40, 50, 17.840, 16.930
Mon Jan  9 17:42:02 EST 2017, 2647, 0.870, 2, 0.180, 310, 55, 8, 15, 95, 22.617, 22.610
Mon Jan  9 17:42:04 EST 2017, 3885, 0.490, 8, 0.800, 498, 66, 1, 9, 16, 1.280, 1.303
Mon Jan  9 17:42:19 EST 2017, 8835, 0.990, 3, 0.300, 348, 21, 10, 34, 61, 15.170, 14.477
Mon Jan  9 17:42:48 EST 2017, 6360, 0.240, 1, 0.550, 423, 89, 15, 21, 39, 28.157, 27.490
Mon Jan  9 17:43:45 EST 2017, 1410, 0.740, 6, 0.050, 573, 44, 5, 46, 84, 55.753, 55.877
Mon Jan  9 17:43:48 EST 2017, 2028, 0.310, 2, 0.370, 554, 49, 4, 24, 11, 2.680, 2.577
Mon Jan  9 17:46:36 EST 2017, 6978, 0.810, 6, 0.870, 404, 94, 14, 49, 56, 164.557, 151.503
Mon Jan  9 17:46:47 EST 2017, 9453, 0.060, 9, 0.120, 329, 27, 18, 12, 33, 11.310, 10.013
Mon Jan  9 17:48:28 EST 2017, 4503, 0.560, 4, 0.620, 479, 72, 9, 37, 78, 98.807, 95.603
Mon Jan  9 17:48:33 EST 2017, 3266, 0.180, 5, 0.490, 366, 61, 2, 43, 22, 5.093, 5.227
Mon Jan  9 17:48:40 EST 2017, 8216, 0.680, 1, 0.990, 516, 16, 11, 18, 67, 6.883, 6.437
Mon Jan  9 17:50:43 EST 2017, 5741, 0.430, 3, 0.240, 591, 83, 16, 31, 44, 111.300, 108.983
Mon Jan  9 17:50:58 EST 2017, 791, 0.930, 7, 0.740, 441, 38, 6, 6, 89, 14.920, 14.083
Mon Jan  9 17:51:16 EST 2017, 1100, 0.400, 7, 0.520, 301, 18, 13, 17, 98, 17.770, 16.640
Mon Jan  9 17:51:33 EST 2017, 6050, 0.900, 2, 0.020, 451, 63, 3, 42, 53, 15.947, 16.717
Mon Jan  9 17:51:52 EST 2017, 8525, 0.150, 4, 0.770, 526, 41, 8, 4, 75, 18.320, 14.713
Mon Jan  9 17:53:00 EST 2017, 3575, 0.650, 9, 0.270, 376, 86, 18, 29, 30, 67.307, 61.290
Mon Jan  9 17:55:32 EST 2017, 4813, 0.030, 1, 0.650, 563, 97, 11, 48, 87, 133.427, 121.393
Mon Jan  9 17:55:35 EST 2017, 9763, 0.530, 5, 0.150, 413, 52, 1, 23, 42, 3.457, 3.820
Mon Jan  9 17:56:19 EST 2017, 7288, 0.280, 8, 0.900, 338, 75, 6, 35, 64, 42.650, 41.493
Mon Jan  9 17:56:25 EST 2017, 2338, 0.780, 3, 0.400, 488, 30, 15, 10, 19, 6.707, 5.490
Mon Jan  9 17:57:18 EST 2017, 1719, 0.210, 9, 0.210, 470, 24, 14, 32, 81, 52.043, 48.760
Mon Jan  9 17:57:25 EST 2017, 6669, 0.710, 5, 0.710, 320, 69, 5, 7, 36, 7.007, 6.530
Mon Jan  9 17:58:07 EST 2017, 9144, 0.460, 3, 0.460, 395, 47, 9, 45, 58, 41.097, 39.557
Mon Jan  9 17:58:40 EST 2017, 4194, 0.960, 7, 0.960, 545, 92, 19, 20, 13, 32.703, 30.370
Mon Jan  9 17:59:36 EST 2017, 2956, 0.340, 4, 0.090, 432, 80, 12, 1, 92, 55.490, 38.093
Mon Jan  9 17:59:44 EST 2017, 7906, 0.840, 8, 0.590, 582, 35, 2, 26, 47, 7.260, 7.327
Mon Jan  9 18:00:20 EST 2017, 5431, 0.090, 6, 0.340, 507, 58, 7, 14, 70, 35.587, 33.993
Mon Jan  9 18:00:26 EST 2017, 481, 0.590, 2, 0.840, 357, 13, 17, 39, 25, 5.723, 5.523
Mon Jan  9 18:01:23 EST 2017, 636, 0.350, 9, 0.480, 596, 90, 8, 7, 68, 54.537, 53.497
Mon Jan  9 18:01:50 EST 2017, 5586, 0.850, 4, 0.980, 446, 45, 17, 32, 23, 26.847, 24.937
Mon Jan  9 18:02:52 EST 2017, 8061, 0.100, 2, 0.230, 371, 68, 13, 19, 91, 61.107, 54.553
Mon Jan  9 18:03:01 EST 2017, 3111, 0.600, 6, 0.730, 521, 23, 3, 44, 46, 8.590, 8.497
Mon Jan  9 18:03:04 EST 2017, 4349, 0.230, 3, 0.350, 334, 11, 6, 25, 57, 3.427, 3.323
Mon Jan  9 18:03:09 EST 2017, 9299, 0.730, 8, 0.850, 484, 56, 15, 0, 12, 4.120, 3.213
Mon Jan  9 18:04:16 EST 2017, 6824, 0.480, 5, 0.100, 559, 34, 10, 38, 80, 66.283, 63.847
Mon Jan  9 18:04:18 EST 2017, 1874, 0.980, 1, 0.600, 409, 79, 1, 13, 35, 1.610, 1.870
Mon Jan  9 18:05:59 EST 2017, 2492, 0.040, 7, 0.790, 427, 85, 9, 41, 63, 99.423, 95.077
Mon Jan  9 18:06:15 EST 2017, 7442, 0.540, 3, 0.290, 577, 40, 19, 16, 18, 15.783, 14.050
Mon Jan  9 18:08:32 EST 2017, 9917, 0.290, 5, 0.540, 502, 62, 14, 28, 85, 135.013, 120.217
Mon Jan  9 18:08:34 EST 2017, 4967, 0.790, 9, 0.040, 352, 17, 4, 3, 40, 1.457, 1.287
Mon Jan  9 18:08:44 EST 2017, 3730, 0.420, 1, 0.910, 465, 28, 7, 22, 74, 9.260, 9.087
Mon Jan  9 18:09:40 EST 2017, 8680, 0.920, 6, 0.410, 315, 73, 16, 47, 29, 56.350, 53.373
Mon Jan  9 18:10:26 EST 2017, 6205, 0.170, 8, 0.660, 390, 51, 11, 10, 96, 44.537, 38.327
Mon Jan  9 18:10:51 EST 2017, 1255, 0.670, 4, 0.160, 540, 96, 2, 35, 51, 22.490, 24.943
Mon Jan  9 18:13:21 EST 2017, 945, 0.140, 2, 0.070, 512, 76, 18, 49, 49, 123.367, 131.060
Mon Jan  9 18:13:52 EST 2017, 5895, 0.640, 7, 0.570, 362, 31, 9, 24, 94, 31.173, 29.710
Mon Jan  9 18:14:14 EST 2017, 8370, 0.390, 9, 0.320, 437, 99, 4, 36, 26, 20.960, 20.590
Mon Jan  9 18:15:18 EST 2017, 3420, 0.890, 4, 0.820, 587, 54, 13, 11, 71, 61.423, 49.040
