# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap2tQ_timing_secs
Wed May 17 14:09:33 EDT 2017, 0.210, 1, 5, 0.450, 4, 6, 11, 492, 77, 7, 46, 27, 11.693, 13.283
Wed May 17 14:10:22 EDT 2017, 0.710, 6, 1, 0.950, 8, 2, 56, 342, 32, 16, 21, 72, 47.927, 29.447
Wed May 17 14:11:34 EDT 2017, 0.960, 4, 3, 0.200, 6, 9, 79, 567, 55, 11, 34, 94, 71.330, 61.420
Wed May 17 14:11:35 EDT 2017, 0.460, 8, 8, 0.700, 1, 4, 34, 417, 10, 2, 9, 49, 1.143, 1.530
Wed May 17 14:12:46 EDT 2017, 0.340, 5, 2, 0.330, 7, 3, 23, 304, 88, 14, 27, 61, 70.537, 44.293
Wed May 17 14:12:49 EDT 2017, 0.840, 9, 7, 0.830, 2, 8, 68, 454, 43, 4, 2, 16, 1.873, 2.527
Wed May 17 14:13:01 EDT 2017, 0.590, 2, 9, 0.080, 5, 1, 90, 379, 66, 9, 40, 38, 8.907, 11.303
Wed May 17 14:13:31 EDT 2017, 0.090, 7, 4, 0.580, 9, 5, 45, 529, 21, 18, 15, 83, 29.240, 21.870
Wed May 17 14:13:38 EDT 2017, 0.060, 2, 1, 0.670, 5, 7, 65, 464, 29, 4, 10, 30, 6.827, 6.053
Wed May 17 14:14:15 EDT 2017, 0.560, 7, 5, 0.170, 1, 3, 20, 314, 74, 13, 35, 75, 36.430, 31.473
Wed May 17 14:15:16 EDT 2017, 0.810, 4, 7, 0.920, 3, 5, 42, 539, 52, 18, 23, 97, 60.490, 54.173
Wed May 17 14:15:54 EDT 2017, 0.310, 9, 3, 0.420, 8, 1, 87, 389, 97, 8, 48, 52, 37.177, 34.360
Wed May 17 14:16:02 EDT 2017, 0.430, 3, 6, 0.550, 4, 2, 76, 351, 18, 15, 17, 64, 8.013, 7.133
Wed May 17 14:16:14 EDT 2017, 0.930, 8, 2, 0.050, 9, 6, 31, 501, 63, 6, 42, 19, 11.810, 10.140
Wed May 17 14:16:17 EDT 2017, 0.680, 1, 4, 0.800, 7, 4, 54, 426, 41, 1, 4, 41, 1.927, 2.770
Wed May 17 14:17:17 EDT 2017, 0.180, 6, 9, 0.300, 2, 8, 99, 576, 86, 11, 29, 86, 52.783, 58.340
Wed May 17 14:17:23 EDT 2017, 0.120, 4, 3, 0.110, 2, 9, 59, 445, 12, 5, 26, 92, 5.843, 6.387
Wed May 17 14:17:51 EDT 2017, 0.620, 8, 8, 0.610, 6, 4, 14, 595, 57, 14, 1, 47, 25.727, 26.050
Wed May 17 14:17:58 EDT 2017, 0.870, 2, 6, 0.360, 8, 7, 37, 370, 35, 19, 38, 24, 7.270, 6.017
Wed May 17 14:26:48 EDT 2017, 0.370, 6, 1, 0.860, 4, 2, 82, 520, 80, 10, 13, 69, 221.100, 516.767
Wed May 17 14:26:57 EDT 2017, 0.250, 1, 9, 0.230, 9, 1, 70, 558, 24, 17, 45, 35, 7.500, 7.673
Wed May 17 14:27:31 EDT 2017, 0.750, 5, 5, 0.730, 5, 6, 25, 408, 69, 7, 20, 80, 27.650, 32.663
Wed May 17 14:27:44 EDT 2017, 0.500, 3, 2, 0.480, 3, 3, 48, 483, 46, 2, 32, 58, 10.137, 12.467
Wed May 17 14:27:50 EDT 2017, 0.000, 7, 7, 0.980, 7, 8, 93, 333, 91, 12, 7, 13, 5.997, 6.157
Wed May 17 14:28:29 EDT 2017, 0.000, 4, 8, 0.650, 6, 7, 85, 548, 38, 18, 47, 96, 38.703, 36.623
Wed May 17 14:29:04 EDT 2017, 0.500, 8, 3, 0.150, 2, 2, 40, 398, 83, 9, 22, 51, 34.370, 30.017
Wed May 17 14:29:08 EDT 2017, 0.750, 2, 1, 0.900, 4, 9, 18, 473, 15, 4, 34, 28, 3.370, 3.007
Wed May 17 14:29:34 EDT 2017, 0.250, 6, 6, 0.400, 8, 5, 63, 323, 60, 13, 9, 73, 26.013, 24.927
Wed May 17 14:29:37 EDT 2017, 0.370, 1, 5, 0.520, 5, 4, 97, 436, 49, 1, 28, 40, 1.953, 2.870
Wed May 17 14:30:43 EDT 2017, 0.870, 5, 9, 0.020, 9, 8, 52, 586, 94, 11, 3, 85, 56.917, 65.383
Wed May 17 14:30:54 EDT 2017, 0.620, 3, 7, 0.770, 7, 1, 29, 361, 26, 16, 40, 62, 10.810, 10.357
Wed May 17 14:31:06 EDT 2017, 0.120, 7, 2, 0.270, 3, 6, 74, 511, 71, 6, 15, 17, 11.610, 9.867
Wed May 17 14:31:17 EDT 2017, 0.180, 2, 5, 0.090, 1, 5, 80, 342, 54, 19, 12, 23, 11.523, 9.047
Wed May 17 14:42:44 EDT 2017, 0.680, 7, 1, 0.590, 5, 1, 35, 492, 99, 10, 37, 68, 250.410, 558.373
Wed May 17 14:43:01 EDT 2017, 0.930, 4, 3, 0.340, 8, 8, 12, 417, 32, 5, 0, 90, 14.813, 16.310
Wed May 17 14:43:35 EDT 2017, 0.430, 9, 7, 0.840, 3, 3, 57, 567, 77, 14, 25, 45, 33.903, 32.410
Wed May 17 14:43:49 EDT 2017, 0.310, 3, 2, 0.210, 9, 4, 91, 455, 43, 3, 6, 56, 11.557, 13.033
Wed May 17 14:43:54 EDT 2017, 0.810, 8, 6, 0.710, 4, 9, 46, 305, 88, 12, 31, 11, 4.873, 4.920
Wed May 17 14:44:01 EDT 2017, 0.560, 1, 8, 0.460, 2, 2, 23, 530, 21, 17, 18, 34, 6.243, 6.263
Wed May 17 14:44:31 EDT 2017, 0.060, 6, 4, 0.960, 7, 6, 68, 380, 66, 7, 43, 79, 28.610, 29.857
Wed May 17 14:44:48 EDT 2017, 0.090, 1, 1, 0.810, 8, 8, 43, 314, 57, 10, 29, 25, 16.890, 11.443
Wed May 17 14:44:49 EDT 2017, 0.590, 6, 5, 0.310, 3, 4, 88, 464, 12, 1, 4, 70, 1.000, 1.387
Wed May 17 14:45:20 EDT 2017, 0.840, 4, 8, 0.560, 1, 6, 66, 389, 80, 6, 42, 93, 22.867, 30.127
Wed May 17 14:45:49 EDT 2017, 0.340, 8, 3, 0.060, 6, 2, 21, 539, 35, 15, 17, 48, 28.060, 21.277
Wed May 17 14:46:17 EDT 2017, 0.470, 5, 6, 0.930, 2, 1, 54, 502, 69, 8, 48, 59, 23.820, 27.120
Wed May 17 14:46:23 EDT 2017, 0.970, 9, 2, 0.430, 7, 5, 99, 352, 24, 17, 23, 14, 5.777, 3.737
Wed May 17 14:47:10 EDT 2017, 0.720, 2, 4, 0.680, 9, 3, 77, 577, 91, 13, 36, 37, 46.413, 37.687
Wed May 17 14:47:19 EDT 2017, 0.220, 7, 9, 0.180, 5, 7, 32, 427, 46, 3, 11, 82, 6.623, 9.590
Wed May 17 14:49:02 EDT 2017, 0.150, 3, 4, 0.490, 3, 8, 37, 595, 74, 11, 7, 99, 101.403, 96.127
Wed May 17 14:49:06 EDT 2017, 0.650, 8, 8, 0.990, 7, 3, 82, 445, 29, 2, 32, 54, 2.210, 3.197
Wed May 17 14:49:25 EDT 2017, 0.900, 1, 6, 0.240, 5, 6, 60, 520, 97, 7, 20, 31, 16.150, 19.217
Wed May 17 14:51:49 EDT 2017, 0.400, 5, 1, 0.740, 1, 1, 15, 370, 52, 16, 45, 76, 136.123, 136.943
Wed May 17 14:52:02 EDT 2017, 0.280, 2, 9, 0.370, 6, 2, 49, 408, 63, 9, 14, 42, 10.143, 12.783
Wed May 17 14:52:27 EDT 2017, 0.780, 6, 5, 0.870, 2, 7, 94, 558, 18, 19, 39, 87, 24.297, 19.547
Wed May 17 14:53:23 EDT 2017, 0.530, 4, 3, 0.120, 4, 4, 71, 333, 85, 14, 1, 65, 55.870, 42.633
Wed May 17 14:53:26 EDT 2017, 0.030, 9, 7, 0.620, 9, 9, 26, 483, 40, 4, 26, 20, 2.357, 3.160
Wed May 17 15:01:19 EDT 2017, 0.040, 2, 3, 0.200, 2, 2, 61, 441, 87, 18, 38, 83, 203.203, 376.560
Wed May 17 15:01:31 EDT 2017, 0.540, 6, 8, 0.700, 6, 6, 16, 591, 42, 8, 13, 38, 8.890, 10.837
Wed May 17 15:01:34 EDT 2017, 0.790, 4, 6, 0.450, 9, 4, 39, 366, 64, 3, 25, 16, 1.870, 2.867
Wed May 17 15:02:04 EDT 2017, 0.290, 9, 1, 0.950, 4, 8, 84, 516, 19, 13, 0, 61, 30.130, 19.210
Wed May 17 15:02:12 EDT 2017, 0.420, 3, 9, 0.070, 8, 9, 73, 553, 98, 1, 32, 49, 4.457, 6.910
Wed May 17 15:02:55 EDT 2017, 0.920, 7, 4, 0.570, 3, 5, 28, 403, 53, 11, 7, 94, 42.637, 38.010
Wed May 17 15:09:32 EDT 2017, 0.670, 1, 2, 0.320, 1, 7, 50, 478, 76, 15, 44, 72, 221.357, 345.673
Wed May 17 15:09:35 EDT 2017, 0.170, 5, 7, 0.820, 5, 3, 95, 328, 31, 6, 19, 27, 2.290, 2.917
Wed May 17 15:09:57 EDT 2017, 0.230, 5, 2, 0.510, 7, 2, 56, 459, 92, 19, 22, 10, 22.410, 13.393
Wed May 17 15:10:09 EDT 2017, 0.730, 9, 6, 0.010, 2, 7, 11, 309, 47, 9, 47, 55, 10.783, 11.337
Wed May 17 15:10:35 EDT 2017, 0.980, 2, 8, 0.760, 5, 4, 33, 534, 70, 5, 10, 77, 18.947, 25.740
Wed May 17 15:10:43 EDT 2017, 0.480, 7, 4, 0.260, 9, 9, 78, 384, 25, 14, 35, 32, 7.560, 6.307
Wed May 17 15:10:53 EDT 2017, 0.360, 1, 7, 0.630, 4, 8, 67, 347, 81, 2, 4, 66, 6.543, 9.760
Wed May 17 15:11:03 EDT 2017, 0.860, 6, 3, 0.130, 8, 3, 22, 497, 36, 12, 29, 21, 10.547, 9.007
Wed May 17 15:11:31 EDT 2017, 0.610, 3, 5, 0.880, 6, 5, 45, 422, 59, 17, 16, 44, 27.610, 22.530
Wed May 17 15:11:39 EDT 2017, 0.110, 8, 9, 0.380, 1, 1, 90, 572, 14, 7, 41, 89, 5.130, 6.947
Wed May 17 15:11:40 EDT 2017, 0.070, 4, 6, 0.350, 4, 3, 19, 487, 16, 11, 33, 13, 1.700, 1.713
Wed May 17 15:11:56 EDT 2017, 0.570, 8, 1, 0.850, 8, 7, 64, 337, 61, 2, 8, 58, 12.330, 14.760
Wed May 17 15:12:22 EDT 2017, 0.820, 1, 4, 0.100, 6, 1, 87, 562, 39, 6, 46, 80, 21.723, 24.623
Wed May 17 15:12:44 EDT 2017, 0.320, 6, 8, 0.600, 2, 5, 42, 412, 84, 16, 21, 35, 21.310, 20.930
Wed May 17 15:12:59 EDT 2017, 0.450, 3, 2, 0.480, 5, 6, 30, 300, 28, 9, 40, 69, 15.463, 12.027
Wed May 17 15:13:17 EDT 2017, 0.950, 7, 7, 0.980, 1, 2, 75, 450, 73, 18, 15, 24, 16.990, 14.740
Wed May 17 15:13:30 EDT 2017, 0.700, 5, 9, 0.230, 3, 9, 98, 375, 50, 14, 27, 47, 12.670, 13.317
Wed May 17 15:14:18 EDT 2017, 0.200, 9, 5, 0.730, 7, 4, 53, 525, 95, 4, 2, 92, 36.863, 47.477
Wed May 17 15:14:30 EDT 2017, 0.140, 1, 7, 0.920, 9, 5, 14, 394, 22, 12, 5, 86, 11.180, 11.760
Wed May 17 15:14:47 EDT 2017, 0.640, 5, 3, 0.420, 4, 9, 59, 544, 67, 3, 30, 41, 11.947, 15.713
Wed May 17 15:14:55 EDT 2017, 0.890, 3, 1, 0.670, 2, 2, 81, 319, 45, 8, 18, 18, 8.140, 5.797
Wed May 17 15:16:09 EDT 2017, 0.390, 8, 5, 0.170, 7, 7, 36, 469, 90, 17, 43, 63, 73.303, 58.497
Wed May 17 15:16:16 EDT 2017, 0.260, 4, 4, 0.790, 1, 6, 25, 581, 11, 10, 24, 52, 6.227, 5.837
Wed May 17 15:17:02 EDT 2017, 0.760, 9, 9, 0.290, 6, 1, 70, 431, 56, 19, 49, 97, 45.330, 43.640
Wed May 17 15:17:29 EDT 2017, 0.510, 2, 6, 0.540, 8, 8, 92, 506, 33, 15, 11, 75, 25.910, 23.687
Wed May 17 15:17:43 EDT 2017, 0.010, 7, 2, 0.040, 3, 3, 47, 356, 78, 5, 36, 30, 14.183, 13.133
Wed May 17 15:18:01 EDT 2017, 0.020, 1, 6, 0.410, 6, 4, 72, 419, 50, 14, 18, 46, 18.080, 16.900
Wed May 17 15:19:15 EDT 2017, 0.520, 5, 2, 0.910, 2, 9, 27, 569, 95, 4, 43, 91, 72.297, 70.330
Wed May 17 15:19:26 EDT 2017, 0.770, 3, 4, 0.160, 4, 2, 49, 344, 27, 9, 6, 68, 10.673, 10.380
Wed May 17 15:19:43 EDT 2017, 0.270, 7, 8, 0.660, 9, 6, 94, 494, 72, 19, 31, 23, 16.440, 15.517
Wed May 17 15:20:29 EDT 2017, 0.390, 4, 1, 0.280, 3, 5, 61, 532, 38, 7, 12, 80, 45.710, 35.267
Wed May 17 15:20:57 EDT 2017, 0.890, 9, 5, 0.780, 8, 1, 16, 382, 83, 16, 37, 35, 27.467, 23.023
Wed May 17 15:20:58 EDT 2017, 0.640, 2, 7, 0.030, 5, 7, 38, 457, 16, 12, 24, 12, 1.360, 1.350
Wed May 17 15:21:07 EDT 2017, 0.140, 6, 3, 0.530, 1, 3, 83, 307, 61, 2, 49, 57, 6.120, 8.820
Wed May 17 15:21:24 EDT 2017, 0.210, 4, 9, 0.850, 3, 4, 66, 476, 33, 13, 46, 74, 15.187, 16.473
Wed May 17 15:21:32 EDT 2017, 0.710, 8, 4, 0.350, 7, 8, 21, 326, 78, 3, 21, 29, 5.250, 6.997
Wed May 17 15:21:38 EDT 2017, 0.960, 1, 2, 0.600, 9, 1, 44, 551, 10, 8, 34, 51, 6.043, 4.907
Wed May 17 15:22:25 EDT 2017, 0.460, 6, 7, 0.100, 5, 6, 89, 401, 55, 18, 9, 96, 46.790, 41.790
Wed May 17 15:22:29 EDT 2017, 0.330, 2, 3, 0.970, 8, 7, 55, 363, 44, 6, 27, 18, 3.860, 4.010
Wed May 17 15:23:20 EDT 2017, 0.830, 7, 8, 0.470, 4, 2, 10, 513, 89, 15, 2, 63, 49.390, 46.910
Wed May 17 15:23:32 EDT 2017, 0.580, 5, 6, 0.720, 1, 9, 33, 438, 21, 10, 40, 85, 11.347, 11.780
Wed May 17 15:23:46 EDT 2017, 0.080, 9, 1, 0.220, 6, 5, 78, 588, 66, 1, 15, 40, 9.077, 13.227
Wed May 17 15:25:08 EDT 2017, 0.110, 5, 5, 0.000, 8, 3, 30, 523, 75, 17, 10, 77, 80.860, 64.693
Wed May 17 15:25:12 EDT 2017, 0.610, 9, 9, 0.500, 4, 7, 75, 373, 30, 7, 35, 32, 2.823, 3.537
Wed May 17 15:25:34 EDT 2017, 0.860, 3, 7, 0.250, 2, 5, 97, 598, 97, 3, 23, 54, 14.887, 21.737
Wed May 17 15:27:01 EDT 2017, 0.360, 7, 2, 0.750, 6, 9, 52, 448, 52, 12, 48, 99, 85.970, 58.673
Wed May 17 15:27:05 EDT 2017, 0.490, 2, 8, 0.130, 1, 8, 19, 335, 64, 5, 16, 21, 2.957, 4.030
Wed May 17 15:27:21 EDT 2017, 0.990, 6, 4, 0.630, 5, 4, 64, 485, 19, 15, 41, 66, 15.683, 12.883
Wed May 17 15:47:28 EDT 2017, 0.740, 4, 1, 0.380, 7, 6, 86, 410, 86, 19, 4, 88, 555.230, 1200.123
Wed May 17 15:47:43 EDT 2017, 0.240, 8, 6, 0.880, 3, 2, 41, 560, 41, 10, 29, 43, 14.297, 15.073
Wed May 17 15:48:35 EDT 2017, 0.180, 2, 2, 0.690, 5, 1, 24, 391, 58, 16, 26, 49, 51.483, 31.600
Wed May 17 15:48:43 EDT 2017, 0.680, 7, 6, 0.190, 9, 6, 69, 541, 13, 6, 1, 94, 6.590, 7.890
Wed May 17 15:48:53 EDT 2017, 0.930, 4, 9, 0.940, 7, 3, 92, 316, 80, 2, 38, 71, 6.547, 9.013
Wed May 17 15:49:01 EDT 2017, 0.430, 9, 4, 0.440, 2, 8, 47, 466, 35, 11, 13, 26, 8.517, 7.610
Wed May 17 15:49:35 EDT 2017, 0.300, 3, 5, 0.560, 6, 9, 13, 579, 69, 4, 45, 82, 24.253, 33.347
Wed May 17 15:49:54 EDT 2017, 0.800, 8, 1, 0.060, 1, 4, 58, 429, 24, 13, 20, 37, 18.663, 11.597
Wed May 17 15:50:21 EDT 2017, 0.550, 1, 3, 0.810, 3, 7, 80, 504, 92, 18, 32, 15, 26.450, 19.863
Wed May 17 15:50:34 EDT 2017, 0.050, 6, 8, 0.310, 8, 2, 35, 354, 47, 9, 7, 60, 10.450, 12.563
Wed May 17 15:51:24 EDT 2017, 0.040, 3, 3, 0.990, 2, 7, 96, 537, 90, 14, 20, 33, 48.743, 38.047
Wed May 17 15:51:38 EDT 2017, 0.540, 7, 7, 0.490, 6, 3, 51, 387, 45, 5, 45, 78, 10.353, 13.470
Wed May 17 15:52:01 EDT 2017, 0.790, 1, 9, 0.740, 8, 5, 28, 462, 68, 10, 8, 56, 18.937, 22.943
Wed May 17 15:52:04 EDT 2017, 0.290, 5, 5, 0.240, 4, 1, 73, 312, 23, 19, 33, 11, 2.253, 2.067
Wed May 17 15:52:45 EDT 2017, 0.410, 2, 6, 0.860, 9, 2, 85, 424, 79, 7, 2, 89, 33.227, 39.493
Wed May 17 15:53:27 EDT 2017, 0.910, 6, 2, 0.360, 5, 6, 40, 574, 34, 17, 27, 44, 41.600, 25.847
Wed May 17 15:53:36 EDT 2017, 0.660, 4, 4, 0.610, 3, 4, 17, 349, 57, 12, 14, 22, 9.337, 7.967
Wed May 17 15:53:38 EDT 2017, 0.160, 8, 8, 0.110, 7, 8, 62, 499, 12, 2, 39, 67, 1.163, 1.737
Wed May 17 15:54:25 EDT 2017, 0.220, 1, 4, 0.300, 6, 9, 90, 368, 85, 13, 42, 61, 46.157, 38.100
Wed May 17 15:54:27 EDT 2017, 0.720, 6, 9, 0.800, 1, 5, 45, 518, 40, 4, 17, 16, 1.680, 2.297
Wed May 17 15:54:41 EDT 2017, 0.970, 3, 7, 0.050, 3, 7, 23, 443, 62, 8, 30, 39, 11.043, 13.210
Wed May 17 15:55:23 EDT 2017, 0.470, 8, 2, 0.550, 8, 2, 68, 593, 17, 18, 5, 84, 42.310, 26.333
Wed May 17 15:55:36 EDT 2017, 0.350, 5, 8, 0.420, 4, 1, 79, 480, 96, 6, 36, 28, 9.480, 12.593
Wed May 17 15:56:17 EDT 2017, 0.850, 9, 3, 0.920, 9, 6, 34, 330, 51, 15, 11, 73, 40.393, 30.347
Wed May 17 16:11:25 EDT 2017, 0.600, 2, 1, 0.170, 7, 3, 11, 555, 73, 11, 48, 95, 420.137, 835.733
Wed May 17 16:11:27 EDT 2017, 0.100, 7, 5, 0.670, 2, 8, 56, 405, 28, 1, 23, 50, 1.457, 2.133
Wed May 17 16:11:36 EDT 2017, 0.070, 3, 9, 0.580, 4, 6, 54, 321, 26, 16, 0, 64, 8.383, 8.637
Wed May 17 16:11:45 EDT 2017, 0.570, 7, 4, 0.080, 8, 1, 99, 471, 71, 7, 25, 19, 8.680, 8.940
Wed May 17 16:11:53 EDT 2017, 0.820, 5, 2, 0.830, 6, 8, 76, 396, 48, 2, 13, 42, 6.193, 7.960
Wed May 17 16:13:07 EDT 2017, 0.320, 9, 6, 0.330, 1, 4, 31, 546, 93, 11, 38, 87, 73.037, 69.850
Wed May 17 16:13:10 EDT 2017, 0.440, 4, 3, 0.700, 7, 5, 42, 509, 14, 4, 19, 30, 2.163, 2.560
Wed May 17 16:13:39 EDT 2017, 0.940, 8, 7, 0.200, 2, 9, 87, 359, 59, 14, 44, 75, 28.643, 26.917
Wed May 17 16:14:36 EDT 2017, 0.690, 1, 5, 0.950, 5, 3, 65, 584, 37, 18, 6, 98, 56.920, 45.393
Wed May 17 16:15:45 EDT 2017, 0.190, 6, 1, 0.450, 9, 7, 20, 434, 82, 9, 31, 53, 68.620, 48.840
Wed May 17 16:15:52 EDT 2017, 0.130, 4, 7, 0.140, 7, 7, 48, 565, 20, 15, 34, 36, 6.923, 6.700
Wed May 17 16:16:31 EDT 2017, 0.630, 9, 2, 0.640, 3, 2, 93, 415, 65, 5, 9, 81, 37.780, 33.583
Wed May 17 16:16:35 EDT 2017, 0.880, 2, 5, 0.390, 1, 9, 71, 490, 43, 1, 47, 58, 2.930, 4.293
Wed May 17 16:16:40 EDT 2017, 0.380, 6, 9, 0.890, 5, 4, 26, 340, 88, 10, 22, 13, 3.967, 4.653
Wed May 17 16:16:56 EDT 2017, 0.250, 1, 1, 0.020, 2, 3, 37, 377, 31, 3, 41, 92, 14.513, 14.957
Wed May 17 16:17:30 EDT 2017, 0.750, 5, 6, 0.520, 6, 8, 82, 527, 76, 13, 16, 47, 34.317, 32.810
Wed May 17 16:17:38 EDT 2017, 0.500, 3, 8, 0.270, 9, 1, 59, 302, 54, 17, 28, 25, 7.087, 6.893
Wed May 17 16:18:38 EDT 2017, 0.000, 8, 3, 0.770, 4, 5, 14, 452, 99, 8, 3, 70, 59.430, 54.573
Wed May 17 16:30:12 EDT 2017, 0.010, 2, 1, 0.330, 9, 8, 66, 498, 96, 9, 19, 81, 295.467, 631.870
Wed May 17 16:30:28 EDT 2017, 0.510, 7, 6, 0.830, 4, 3, 21, 348, 51, 19, 44, 36, 15.923, 13.350
Wed May 17 16:30:37 EDT 2017, 0.760, 5, 8, 0.080, 2, 6, 43, 573, 73, 14, 6, 13, 8.123, 8.593
Wed May 17 16:30:45 EDT 2017, 0.260, 9, 4, 0.580, 7, 1, 88, 423, 28, 5, 31, 58, 6.880, 8.240
Wed May 17 16:31:05 EDT 2017, 0.380, 4, 7, 0.460, 1, 2, 55, 310, 84, 12, 0, 47, 18.657, 18.340
Wed May 17 16:31:19 EDT 2017, 0.880, 8, 3, 0.960, 5, 7, 10, 460, 39, 2, 25, 92, 9.737, 13.613
Wed May 17 16:31:42 EDT 2017, 0.630, 1, 5, 0.210, 8, 5, 32, 385, 62, 7, 12, 69, 20.003, 22.670
Wed May 17 16:31:45 EDT 2017, 0.130, 6, 9, 0.710, 3, 9, 77, 535, 17, 17, 37, 24, 3.417, 3.430
Wed May 17 16:31:56 EDT 2017, 0.200, 4, 3, 0.900, 5, 9, 72, 404, 79, 8, 40, 19, 10.933, 10.077
Wed May 17 16:32:20 EDT 2017, 0.700, 9, 8, 0.400, 9, 4, 27, 554, 34, 18, 15, 64, 23.110, 21.377
Wed May 17 16:32:54 EDT 2017, 0.950, 2, 5, 0.650, 7, 6, 49, 329, 56, 13, 28, 86, 33.760, 30.563
Wed May 17 16:32:58 EDT 2017, 0.450, 6, 1, 0.150, 3, 2, 94, 479, 11, 4, 3, 41, 3.667, 3.157
